HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.experimentName,Input.List,Answer.assess,Answer.freeGenCrit,Answer.freeGenCrit1,Answer.freeGenCrit10,Answer.freeGenCrit11,Answer.freeGenCrit12,Answer.freeGenCrit13,Answer.freeGenCrit14,Answer.freeGenCrit15,Answer.freeGenCrit16,Answer.freeGenCrit17,Answer.freeGenCrit18,Answer.freeGenCrit19,Answer.freeGenCrit2,Answer.freeGenCrit20,Answer.freeGenCrit21,Answer.freeGenCrit22,Answer.freeGenCrit23,Answer.freeGenCrit24,Answer.freeGenCrit25,Answer.freeGenCrit26,Answer.freeGenCrit27,Answer.freeGenCrit28,Answer.freeGenCrit29,Answer.freeGenCrit3,Answer.freeGenCrit30,Answer.freeGenCrit31,Answer.freeGenCrit32,Answer.freeGenCrit33,Answer.freeGenCrit34,Answer.freeGenCrit35,Answer.freeGenCrit36,Answer.freeGenCrit37,Answer.freeGenCrit38,Answer.freeGenCrit39,Answer.freeGenCrit4,Answer.freeGenCrit40,Answer.freeGenCrit5,Answer.freeGenCrit6,Answer.freeGenCrit7,Answer.freeGenCrit8,Answer.freeGenCrit9,Answer.freeWordCheck,Answer.listenerChoice,Answer.listenerSceneConfigs,Answer.listenerTurnOrder,Answer.litChoice1,Answer.litChoice2,Answer.litChoice3,Answer.litChoice4,Answer.litChoice5,Answer.litChoice6,Answer.litChoice7,Answer.litChoice8,Answer.nativeEnglish,Answer.refTypes,Answer.sceneConfigs,Answer.sceneTime,Answer.shapeCheck,Answer.turnOrder,Answer.wrongShape,Approve,Reject
3BFNCI9LYK38KZ81Y8U3PGDJTFE73B,33YD3YS58SIZ71J94O34UJ34SNQCZQ,Describe an image among several other images (about 10 min),Native English speaker required. You need to allow Javascript to work on the HIT. In this task you will be asked to describe an image among several other images . You may take ONLY 1 HIT for this task.,"image, description, game",$2.00 ,Fri Oct 06 09:42:43 PDT 2017,4,BatchId:2962714;OriginalHitTemplateId:920937340;,3600,3600,Fri Oct 13 09:42:43 PDT 2017,,,3LO69W1SU4QBGG7KNJ7ZGZGDJN2GLJ,tgrx7cff1v,Approved,Fri Oct 06 09:43:44 PDT 2017,Fri Oct 06 10:24:19 PDT 2017,Fri Oct 06 11:24:19 PDT 2017,2017-10-06 18:25:13 UTC,,,2435,100% (2/2),100% (1/1),100% (1/1),impreciseAdjPracticeListenerFreeProduction,TlessC1,No,{},square with bumps,triangle,triangle,square,arrow,cube,cylinder,square,triangle,arrow,almost full cylinder,semi-circle,cube,longest line,line,large square,triangle,rectangle,oval,larger spiral,spiral,thick line,curved line,line,longest line,line,square,triangle,wide rectangle,rectangle,tall cylinder,spiral-like shape,arrow,curvy line,line,circle with dots,triangle,triangle with bumps,curved arrow,triangle,sun,,CADB;DBAC;DACB;CBDA;DACB;DACB;DACB;DBCA,1;5;4;8;3;2;7;6,1,1,1,1,1,1,1,1,yes,1;1;1;1;1;2;1;2;2;1;2;2;2;1;2;2;2;2;1;2;1;1;1;1;2;2;1;1;1;1;1;1;2;2;1;2;1;2;2;1,BCDA;ADBC;CADB;CADB;ACBD;DABC;DBAC;CDBA;BCDA;DBAC;ACDB;ADCB;DABC;ADCB;DABC;DBAC;DCBA;CABD;CADB;CDAB;ACBD;BCDA;ABCD;DBCA;DCBA;BCDA;DCBA;BCAD;DBCA;ABDC;DBAC;DABC;DBAC;CBDA;BADC;DCBA;CABD;DABC;ABCD;DBAC,12276;10007;21031;6949;27064;7206;14476;32957;14243;5495;6912;5513;14023;8566;5157;9014;7743;7393;8309;5015;4527;5239;3897;5181;5359;7696;6439;7351;6927;4642;11484;6657;14237;6998;10110;4703;4800;4320;10138;9018,sun,20;6;3;11;22;36;35;19;37;26;23;17;7;8;18;12;27;21;34;16;32;31;30;28;9;38;10;25;4;39;5;24;33;15;2;13;14;40;29;1,0,,
3BFNCI9LYK38KZ81Y8U3PGDJTFE73B,33YD3YS58SIZ71J94O34UJ34SNQCZQ,Describe an image among several other images (about 10 min),Native English speaker required. You need to allow Javascript to work on the HIT. In this task you will be asked to describe an image among several other images . You may take ONLY 1 HIT for this task.,"image, description, game",$2.00 ,Fri Oct 06 09:42:43 PDT 2017,4,BatchId:2962714;OriginalHitTemplateId:920937340;,3600,3600,Fri Oct 13 09:42:43 PDT 2017,,,3P529IW9KZY52GBPCZ1HYEG1I98LFX,6xxpzwzple,Approved,Fri Oct 06 10:30:11 PDT 2017,Fri Oct 06 11:09:25 PDT 2017,Fri Oct 06 12:09:25 PDT 2017,2017-10-06 19:10:13 UTC,,,2354,100% (2/2),100% (1/1),100% (1/1),impreciseAdjPracticeListenerFreeProduction,TlessC1,No,{},square with dots,square,circle with one circle,circle,slightly curved line,cylinder,empty square,square,triangle,arrow,box,unfinished triangle,box,arrow,arro,triangle,triangle,rectangle,oval,longer spring,3d circle,medium line,arrow,arrow,medium line,thin line,square,triangle,rectangle,oval,taller cylinder,ribbin like,thick line no arrow,"curved line, no arrow",arrow,square,square,triangle with dots,arrow,triangle,sun,,CABD;BADC;BACD;CADB;DCBA;DCAB;CADB;ADCB,6;3;1;2;8;4;5;7,1,1,1,1,1,1,1,1,yes,1;2;2;1;2;1;1;2;2;2;1;1;1;2;1;2;2;2;2;2;2;2;2;1;2;2;1;2;1;2;1;1;2;2;1;1;1;2;1;2,ACBD;CDAB;BACD;DABC;CBDA;BDCA;CDAB;DBCA;ADCB;DCAB;BDAC;DBCA;CDAB;ADBC;DACB;ACBD;DBAC;ABDC;DCBA;CDAB;BACD;BDAC;DCBA;CBDA;DABC;DCAB;DABC;BADC;BCAD;CADB;BCDA;DBAC;BCAD;ABDC;ABCD;DCAB;ADCB;BDAC;ADCB;ADBC,16118;12215;7316;5772;9632;5808;6329;17022;5202;3323;2830;10951;3517;3906;5675;2768;4386;2346;6410;3603;2920;2023;6559;4618;3811;6129;4000;6712;5893;3382;2270;2024;2387;4558;3474;4803;4530;2250;4500;3462,sun,15;17;31;39;11;29;10;28;14;16;24;27;12;18;37;34;8;23;38;26;36;30;1;3;32;25;5;33;13;19;6;22;21;7;9;4;35;40;2;20,0,,
3UEBBGULPF15YM0QVBOG0HG04GGUF9,33YD3YS58SIZ71J94O34UJ34SNQCZQ,Describe an image among several other images (about 10 min),Native English speaker required. You need to allow Javascript to work on the HIT. In this task you will be asked to describe an image among several other images . You may take ONLY 1 HIT for this task.,"image, description, game",$2.00 ,Fri Oct 06 09:42:43 PDT 2017,4,BatchId:2962714;OriginalHitTemplateId:920937340;,3600,3600,Fri Oct 13 09:42:43 PDT 2017,,,32Z9ZLUT1MXXMX5SKH59TGW8TSKOH7,yqfqbizb2m,Approved,Fri Oct 06 09:43:11 PDT 2017,Fri Oct 06 10:27:18 PDT 2017,Fri Oct 06 11:27:18 PDT 2017,2017-10-06 18:28:13 UTC,,,2647,100% (1/1),100% (1/1),100% (1/1),impreciseAdjPracticeListenerFreeProduction,TlessC2,Yes,{},square,square,circle,most circle,line,most filled,cube,triangle dot,triangle,less bent,cone,part triangle,barely filled,arrow,arrow,square,small triangle,oval,skinny box,cone,small ribbon,arrow,arrow,arrow,line,arrow,square,triangle,box,skinny oval,ribbon,ribbon,line,arrow,arrow,circle,triangle,triangle,arrow,triangle,sun,,BDAC;CBDA;CBDA;CBDA;BACD;BACD;CDBA;BCAD,8;4;7;5;3;2;6;1,1,1,1,1,1,1,1,1,yes,1;2;2;2;1;2;1;2;2;2;1;1;1;1;1;1;2;1;1;1;2;2;1;1;1;1;2;1;2;2;1;2;2;2;1;1;2;2;1;2,ABDC;DCBA;CADB;CBDA;ABCD;BADC;BDCA;BCAD;CDAB;DCBA;BCAD;DACB;BDAC;DACB;ADBC;DCAB;ACDB;BDCA;DBCA;BDCA;BACD;CDBA;BCAD;CDBA;CBDA;ACBD;CABD;BCDA;BCDA;BACD;DABC;ADBC;CDBA;BCAD;DABC;BDCA;BADC;ACBD;DABC;DBAC,14279;9220;10654;5343;3890;20387;7081;4400;4733;7206;6541;2977;9301;4031;10438;5938;7213;5003;3811;2950;5975;3538;3710;5535;11631;3616;2744;6322;4370;3614;6849;3580;3764;7202;4423;4190;5037;4017;3507;5613,sun,40;8;13;23;33;16;38;32;39;9;6;21;2;25;28;7;24;27;5;30;15;31;3;36;19;17;22;26;37;35;20;11;29;14;4;10;18;1;34;12,0,,
3UEBBGULPF15YM0QVBOG0HG04GGUF9,33YD3YS58SIZ71J94O34UJ34SNQCZQ,Describe an image among several other images (about 10 min),Native English speaker required. You need to allow Javascript to work on the HIT. In this task you will be asked to describe an image among several other images . You may take ONLY 1 HIT for this task.,"image, description, game",$2.00 ,Fri Oct 06 09:42:43 PDT 2017,4,BatchId:2962714;OriginalHitTemplateId:920937340;,3600,3600,Fri Oct 13 09:42:43 PDT 2017,,,34FNN24DCNMX0IPZP2DY6ARK2UE5Y6,klbrxalljc,Approved,Fri Oct 06 11:33:37 PDT 2017,Fri Oct 06 11:41:50 PDT 2017,Fri Oct 06 12:41:50 PDT 2017,2017-10-06 19:42:16 UTC,,,493,100% (1/1),100% (1/1),100% (1/1),impreciseAdjPracticeListenerFreeProduction,TlessC2,No,{},square,striped triangle,circle,mostly completed circle,arrow,filled cube,cylinder,square,triangle,arrow,cylinder,semi-circle,mostly empty cylinder,line,arrow,triangle,small triangle,oval,thin rectangle,swirled ribbon,cylinder,arrow,line angle,arrow,line,arrow,triangle,smaller square,rectangle,rectangle,swirling ribbon,ribbon,thin rectangle,arrow,arrow,circle,triangle,triangle,arched arrow,triangle,sun,,BCAD;BCAD;ACBD;CADB;CABD;ABDC;ABDC;DBAC,1;3;8;6;7;5;4;2,1,1,1,1,1,1,1,1,yes,1;1;1;2;1;2;1;2;2;1;1;1;2;1;2;2;2;2;1;1;1;2;2;1;1;1;1;2;2;2;1;2;1;1;1;2;2;2;1;2,DBAC;CABD;CABD;CBDA;DBAC;DACB;DABC;BDAC;ACDB;DABC;CABD;ADBC;BADC;CBAD;ADCB;ACBD;ABCD;CBAD;ACDB;BDAC;DCAB;DABC;ACBD;BCAD;CADB;DABC;ADBC;DCBA;BACD;ABDC;BCDA;ADCB;CADB;ACDB;DACB;DCAB;BCDA;ABCD;ACDB;ADBC,16416;5102;8797;20421;92585;5324;3964;14528;10728;3832;3768;4846;4151;6107;3982;4350;3674;7605;4060;4205;9623;8718;3665;3990;1624;1757;3064;4805;2468;8126;2347;4313;2792;4141;6467;2817;3219;8119;1794;2926,sun,19;8;24;28;26;7;33;38;20;36;35;34;21;14;15;9;17;10;11;5;39;37;29;22;31;13;6;4;18;12;25;27;30;23;2;32;1;3;40;16,0,,
3UEBBGULPF15YM0QVBOG0HG04GGUF9,33YD3YS58SIZ71J94O34UJ34SNQCZQ,Describe an image among several other images (about 10 min),Native English speaker required. You need to allow Javascript to work on the HIT. In this task you will be asked to describe an image among several other images . You may take ONLY 1 HIT for this task.,"image, description, game",$2.00 ,Fri Oct 06 09:42:43 PDT 2017,4,BatchId:2962714;OriginalHitTemplateId:920937340;,3600,3600,Fri Oct 13 09:42:43 PDT 2017,,,36ZN444YTSBXISGCQZNUTSXNT5ZOI0,z029xwmfae,Approved,Fri Oct 06 09:43:13 PDT 2017,Fri Oct 06 10:32:27 PDT 2017,Fri Oct 06 11:32:27 PDT 2017,2017-10-06 18:33:13 UTC,,,2954,100% (1/1),100% (1/1),100% (1/1),impreciseAdjPracticeListenerFreeProduction,TlessC2,Yes,{},lego,fire,bright,closed,ray,pee,cup,cold,almost,bent,almost full,open,empty,line,right,box,box,full,skinny,spinny,dna,bar,mellow,ray,ray,straight,big,cold,box,full,cup,small,solid,hump,ray,filled,prision,lego,wave,filled,hot,1,BCAD;DABC;CBAD;DBCA;CDAB;BCAD;DACB;CADB,6;5;2;7;1;4;3;8,1,1,1,1,1,1,1,1,yes,2;1;1;1;2;1;2;2;1;1;2;2;2;1;2;2;1;1;1;2;1;2;1;2;2;2;1;1;1;2;2;1;2;1;1;1;1;2;1;2,CBAD;BACD;CBAD;BDAC;DBAC;ACDB;CDAB;CDAB;BADC;DBAC;CBDA;ADCB;BDCA;CDAB;CBDA;ADCB;ADBC;CDAB;BDCA;ABCD;BACD;CDBA;DBAC;BDAC;ACBD;ACDB;DBAC;ABCD;ADBC;ACDB;CADB;DACB;CABD;DABC;DCAB;BDAC;ADBC;ADCB;BDAC;CABD,7354;4135;3912;3689;5846;7601;3744;4215;2864;3000;3200;2504;2585;6022;2577;5040;2328;4928;7104;2592;2728;2304;2622;2624;2815;4152;2920;10231;2200;4263;3272;1944;5135;3169;2536;2855;2321;2304;3464;3264,sun,29;15;8;14;24;23;10;20;12;3;11;2;22;27;26;32;36;18;40;35;39;5;4;25;38;21;9;34;16;6;31;33;17;28;13;37;1;30;7;19,0,,
3UEBBGULPF15YM0QVBOG0HG04GGUF9,33YD3YS58SIZ71J94O34UJ34SNQCZQ,Describe an image among several other images (about 10 min),Native English speaker required. You need to allow Javascript to work on the HIT. In this task you will be asked to describe an image among several other images . You may take ONLY 1 HIT for this task.,"image, description, game",$2.00 ,Fri Oct 06 09:42:43 PDT 2017,4,BatchId:2962714;OriginalHitTemplateId:920937340;,3600,3600,Fri Oct 13 09:42:43 PDT 2017,,,3EF8EXOTT288HBTH2FAJTXZFD9EJ1K,byfxyzi7ex,Approved,Fri Oct 06 09:43:12 PDT 2017,Fri Oct 06 09:50:46 PDT 2017,Fri Oct 06 10:50:46 PDT 2017,2017-10-06 17:51:13 UTC,,,454,100% (2/2),100% (1/1),100% (1/1),impreciseAdjPracticeListenerFreeProduction,TlessC2,Yes,{},square,square,triangle,square,arrow,tube,tube,triangle with one circle,circle,straighter line,box,open circle,emptiest glass,arrow,short line,triangle,smaller triangle,oval,oval,tube,small spiral,arrow,arrow,arrow,line,arrow,triangle,triangle,oval,bar,spiral,spiral,arrow,curved line,arrow,square,square with lines,triangle,arrow,square,sun,,DBAC;ACBD;BCAD;BDAC;BACD;DBAC;CDAB;CBAD,7;1;8;2;3;5;6;4,1,1,1,1,1,1,1,1,yes,1;1;2;1;2;1;1;2;1;2;2;2;2;2;2;1;1;1;2;1;2;1;2;1;1;2;2;1;2;2;1;2;1;2;2;2;2;2;2;2,ACDB;DABC;DABC;BDCA;BDAC;BDAC;BCDA;BACD;ADBC;ADBC;BDCA;DBCA;DBAC;CABD;ABCD;CDAB;DCBA;ABDC;BDAC;ACDB;BDAC;CBDA;DCBA;ACBD;ABDC;ABDC;ACDB;BADC;BACD;BCAD;BADC;DBCA;BDAC;ABCD;CADB;BACD;CBDA;CBDA;BACD;BDCA,15637;31967;7616;6584;7360;5374;5447;5633;6220;4939;6464;4927;7375;28968;5840;5448;10888;9791;14560;5168;5559;6313;5832;5839;4696;3296;3879;3729;3184;2961;3462;4128;4448;3150;7809;6032;5690;5294;9536;7168,sun,37;16;17;19;9;40;31;21;27;3;1;29;23;28;36;25;6;2;20;26;38;12;15;33;8;32;5;7;30;39;35;10;14;34;22;11;24;13;18;4,0,,
336OE47KI2X7MNBLQQ8L0R4JDQFWVY,33YD3YS58SIZ71J94O34UJ34SNQCZQ,Describe an image among several other images (about 10 min),Native English speaker required. You need to allow Javascript to work on the HIT. In this task you will be asked to describe an image among several other images . You may take ONLY 1 HIT for this task.,"image, description, game",$2.00 ,Fri Oct 06 09:42:43 PDT 2017,4,BatchId:2962714;OriginalHitTemplateId:920937340;,3600,3600,Fri Oct 13 09:42:43 PDT 2017,,,3FE2ERCCZYLPZE3G3UDE2PYZFK4POP,e12ud0653b,Approved,Fri Oct 06 10:45:43 PDT 2017,Fri Oct 06 11:02:05 PDT 2017,Fri Oct 06 12:02:05 PDT 2017,2017-10-06 19:02:13 UTC,,,982,100% (3/3),100% (1/1),100% (1/1),impreciseAdjPracticeListenerFreeProduction,TlessC2,No,{},circle,square,circle,almost full circle,arrow,almost full cube,cube,square,triangle,arrow,cube,half triangle,almost empty cube,arrow,shorter line,square,smaller triangle,oval,thin rectangle,swirl,little swirl,arrow,bent arrow,thinner line,arrow,arrow,square,smaller square,rectangle,rectangle,cube,smaller cube,arrow,arrow,thiner line,square,triangle,square lego,arrow,dotted square,sun,,CBDA;ABDC;DBAC;CDBA;DBAC;CADB;ABCD;ADBC,7;8;5;3;4;1;2;6,1,1,1,1,1,1,1,1,yes,2;2;2;2;2;2;2;2;1;2;1;1;2;1;2;2;2;2;1;1;2;1;1;1;1;1;1;1;2;1;2;2;2;1;1;2;1;1;2;1,DBAC;CADB;ADBC;BCDA;BDCA;BDCA;DBCA;ADCB;CDBA;BDAC;CDAB;CBDA;CDAB;CADB;ADCB;DCBA;BCAD;ABCD;DACB;BADC;ACBD;ADBC;DBCA;CADB;ADCB;BDAC;ACDB;CBAD;BCAD;DCBA;ACBD;ADBC;BCAD;ABDC;ABCD;DCAB;DCBA;ADCB;CABD;ACDB,24313;6113;10087;9983;5856;3044;7798;3986;2704;3210;9146;29254;5546;3758;2492;3435;3967;87576;3870;4239;3570;2153;8544;2600;1712;2062;3596;2164;5865;1679;2818;2455;2424;1834;2162;2768;4658;1712;8218;5681,sun,27;21;7;9;1;33;14;6;10;8;40;13;26;34;31;2;38;29;22;5;28;39;12;11;18;37;3;17;20;32;35;15;25;4;23;19;30;16;24;36,0,,
336OE47KI2X7MNBLQQ8L0R4JDQFWVY,33YD3YS58SIZ71J94O34UJ34SNQCZQ,Describe an image among several other images (about 10 min),Native English speaker required. You need to allow Javascript to work on the HIT. In this task you will be asked to describe an image among several other images . You may take ONLY 1 HIT for this task.,"image, description, game",$2.00 ,Fri Oct 06 09:42:43 PDT 2017,4,BatchId:2962714;OriginalHitTemplateId:920937340;,3600,3600,Fri Oct 13 09:42:43 PDT 2017,,,3KOPY89HM9F4RE7WPJO2HQECBTSJ3C,lbsj1fwleg,Approved,Fri Oct 06 09:43:13 PDT 2017,Fri Oct 06 10:08:51 PDT 2017,Fri Oct 06 11:08:51 PDT 2017,2017-10-06 18:09:13 UTC,,,1538,100% (1/1),100% (1/1),100% (1/1),impreciseAdjPracticeListenerFreeProduction,TlessC2,Yes,{},lego-esque square,lined triangle,circle,mostly whole circle,line with arrow,cylinder,cube,square,triangle,line with arrow,cube,incomplete circle,cube,line without arrow,line with arrow,triangle,square,oval,more thin line,squiggle,flat oval,line without arrow,line  without arrow,line with arrow,line with arrow,line with arrow,triangle,triangle,rectangle,line,cylinder,squiggle,line with arrow,line with arrow,line with arrow,circle,triangle,square,curved line with arrow,square,sun,,CDBA;BACD;CDBA;DBCA;CDAB;DACB;ADCB;BADC,6;3;1;8;5;4;2;7,1,1,1,1,1,1,1,1,yes,1;1;1;2;1;2;2;2;1;1;1;1;2;2;1;2;2;2;2;2;1;2;2;2;1;1;1;2;1;2;2;2;1;2;1;2;1;2;2;2,CADB;DABC;CADB;BDAC;ABDC;DCAB;DBCA;ABDC;DBCA;DBAC;BADC;BACD;ADBC;ADBC;BDAC;CABD;CBAD;CDBA;DCAB;DBAC;CDAB;DBAC;BCAD;CBDA;DCBA;CBDA;CDAB;CABD;ABDC;ACBD;CDAB;DACB;CDAB;DBCA;DCBA;ADCB;ADBC;ACDB;BCDA;BCDA,6985;5142;8160;11329;12653;4604;4714;4550;2671;5906;2550;4617;3265;2978;7857;4585;3754;6027;5024;2517;3187;2351;3414;4209;21941;3350;5238;5856;4555;4516;2478;2450;3483;2681;3391;2436;3088;4072;2649;4158,sun,20;10;12;1;4;38;30;19;15;7;36;3;22;5;26;14;40;21;37;25;39;34;18;35;31;24;8;2;28;29;33;17;32;11;13;6;9;16;27;23,0,,
336OE47KI2X7MNBLQQ8L0R4JDQFWVY,33YD3YS58SIZ71J94O34UJ34SNQCZQ,Describe an image among several other images (about 10 min),Native English speaker required. You need to allow Javascript to work on the HIT. In this task you will be asked to describe an image among several other images . You may take ONLY 1 HIT for this task.,"image, description, game",$2.00 ,Fri Oct 06 09:42:43 PDT 2017,4,BatchId:2962714;OriginalHitTemplateId:920937340;,3600,3600,Fri Oct 13 09:42:43 PDT 2017,,,3YDGXNSEO070PTUHYTWU25X49IU48Y,i3hvactu71,Approved,Fri Oct 06 09:43:10 PDT 2017,Fri Oct 06 10:23:15 PDT 2017,Fri Oct 06 11:23:15 PDT 2017,2017-10-06 18:24:13 UTC,,,2405,100% (3/3),100% (1/1),100% (1/1),impreciseAdjPracticeListenerFreeProduction,TlessC2,Yes,{},circle,square,circle,square,arrow,almost full cube,cylinder,square,circle,arrow,cylinder,triangle,cube,arrow,short line,square,triangle,full square,oval,cylinder,little ribbon,line,arrow,arrow,arrow,short line,triangle,small square,rectangle,narrowest oval,spiral,short cylinder,line,non arrow arch,thin line non arrow,square,square,triangle,arrow,square,sun,,BADC;BDCA;BDCA;DABC;ADCB;CDAB;BACD;CABD,1;4;3;6;8;7;2;5,1,1,1,1,1,1,1,1,yes,2;2;2;1;2;1;1;2;1;2;1;2;2;1;2;2;1;2;1;2;2;1;1;1;2;2;2;1;1;2;2;1;1;1;1;1;2;1;1;1,BACD;CABD;ACDB;CDAB;CDBA;ADCB;DACB;CDBA;CDBA;DACB;ADBC;BACD;ABCD;BCAD;BDCA;CABD;DBCA;BADC;DCBA;ADBC;ABCD;BDAC;ACDB;BDAC;DCAB;BADC;BDCA;CBAD;ADCB;ABCD;ADCB;DABC;DCAB;DBAC;DCAB;ADBC;CBAD;DACB;DCAB;CDAB,17148;12432;13548;12833;5369;9321;6670;44521;63104;7416;7240;16753;7009;18493;8904;6118;5800;9842;18682;3789;3896;3208;5609;5233;4237;2633;5847;4800;6897;8487;2720;2762;4502;3192;6824;3553;3333;9467;6817;3667,sun,13;3;8;28;21;10;27;4;36;33;2;40;34;17;25;15;26;14;11;1;9;12;20;22;38;31;29;23;35;30;18;5;19;24;7;16;39;6;37;32,0,,
336OE47KI2X7MNBLQQ8L0R4JDQFWVY,33YD3YS58SIZ71J94O34UJ34SNQCZQ,Describe an image among several other images (about 10 min),Native English speaker required. You need to allow Javascript to work on the HIT. In this task you will be asked to describe an image among several other images . You may take ONLY 1 HIT for this task.,"image, description, game",$2.00 ,Fri Oct 06 09:42:43 PDT 2017,4,BatchId:2962714;OriginalHitTemplateId:920937340;,3600,3600,Fri Oct 13 09:42:43 PDT 2017,,,3YGXWBAF71U21WKUF5CZ4RTNZ9FC4C,mdrylsx1sf,Approved,Fri Oct 06 09:43:13 PDT 2017,Fri Oct 06 09:54:13 PDT 2017,Fri Oct 06 10:54:13 PDT 2017,2017-10-06 17:55:13 UTC,,,660,100% (3/3),100% (1/1),100% (1/1),impreciseAdjPracticeListenerFreeProduction,TlessC2,Yes,{},six,square,trangle,closed circle,curve,full box,cylender,dot,circle,arrow,box,open circle,box,line,short line,traingle,pyramid,square,oval,cylender,spiral,arrow,angled line,arrow,line,arrow,square,traingle,oval,rectangle,spiral,short cylender,line,arrow,arrow,square,square,five,arrow,triangle,sun,,DCAB;DBCA;CBAD;CADB;ABCD;DBCA;DABC;CADB,2;1;4;5;3;7;6;8,1,1,1,1,1,1,1,1,yes,2;1;1;2;2;1;1;2;2;2;2;1;1;1;2;1;1;2;2;2;1;1;2;1;2;2;2;1;2;2;1;2;2;2;2;2;2;1;1;2,BDCA;ABDC;ACBD;CBDA;BADC;CBAD;CDBA;DACB;ADBC;DBCA;BCAD;CDBA;CBDA;CBDA;CDBA;ACDB;ABDC;DCAB;BCAD;BCAD;CDAB;CBAD;DABC;BDAC;DACB;ADCB;BADC;BADC;CDAB;ACBD;BCDA;DABC;BDAC;ABCD;DBAC;ACBD;ADBC;BCAD;DBAC;CDAB,21750;7209;13280;22709;6009;4272;18674;6351;7991;3580;2929;2624;4444;11274;3054;17524;6474;20574;4139;6985;11592;4735;2998;17526;3694;2761;8391;4805;10274;3055;4317;3821;3545;7983;6842;11169;16158;13401;3380;2856,sun,9;35;31;8;34;30;14;5;37;23;18;40;11;13;21;3;19;12;33;15;2;27;32;16;25;29;1;28;24;4;20;10;39;7;17;22;36;38;6;26,0,,
3YOAVL4CA0UCM5XBHHR5Q5YOH8N4ZL,33YD3YS58SIZ71J94O34UJ34SNQCZQ,Describe an image among several other images (about 10 min),Native English speaker required. You need to allow Javascript to work on the HIT. In this task you will be asked to describe an image among several other images . You may take ONLY 1 HIT for this task.,"image, description, game",$2.00 ,Fri Oct 06 09:42:43 PDT 2017,4,BatchId:2962714;OriginalHitTemplateId:920937340;,3600,3600,Fri Oct 13 09:42:43 PDT 2017,,,39GHHAVOMG4P9AQ0PXTLRV6IPUSJ43,54u0q088kc,Approved,Fri Oct 06 10:12:36 PDT 2017,Fri Oct 06 11:00:03 PDT 2017,Fri Oct 06 12:00:03 PDT 2017,2017-10-06 19:00:13 UTC,,,2847,100% (3/3),100% (1/1),100% (1/1),impreciseAdjPracticeListenerFreeProduction,TlessC2,Yes,{},square,striped triangle,triangle,circle,line,cylinder,cylinder,triangle with one dot,circle,arrow,cylinder,half circle,empty cylinder,line,arrow,triangle,square,rectangle,oval,cylinder,smaller spiral,line,2 lines,arrow,line,arrow,triangle,smaller square,rectangle,thin oval,spiral,short cylinder,arrow,line arc,thin line,circle,triangle,square,arrow,triangle,sun,,DBCA;CBDA;DACB;BACD;DBCA;ABDC;DBCA;CADB,3;8;1;7;6;5;2;4,1,1,1,1,1,1,1,1,yes,1;1;1;1;1;2;2;2;2;1;2;1;1;2;2;1;1;2;1;1;1;2;2;2;2;2;2;1;1;2;1;2;1;1;1;1;2;1;2;1,DCAB;ACDB;CABD;BDAC;DCAB;CBAD;DBAC;BCAD;DCAB;BACD;BDCA;BADC;CABD;ADCB;ABDC;BCAD;BCDA;CDBA;ADBC;BADC;DACB;ADCB;ADCB;DBAC;ADCB;DBCA;CDAB;CBDA;DBCA;CBAD;DABC;CABD;BDCA;DBCA;ACDB;DBCA;ACDB;CABD;ADBC;BDAC,11536;3508;5678;3618;4310;12624;4688;11252;8132;4674;7179;14675;3350;5518;4356;4067;3695;4092;4868;5362;3657;5324;5965;3555;7295;3770;4046;3689;5123;6689;3736;6764;7208;5175;4265;5124;3230;6497;3118;4190,sun,32;21;7;12;31;10;11;16;3;9;25;29;26;37;40;23;22;35;19;36;27;33;4;30;20;5;15;6;2;1;18;38;34;28;17;13;39;8;24;14,0,,
