HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.experimentName,Input.List,Answer.age,Answer.assess,Answer.comments,Answer.education,Answer.enjoyment,Answer.fairprice,Answer.freeGenCrit,Answer.freeGenCrit1,Answer.freeGenCrit10,Answer.freeGenCrit11,Answer.freeGenCrit12,Answer.freeGenCrit13,Answer.freeGenCrit14,Answer.freeGenCrit15,Answer.freeGenCrit16,Answer.freeGenCrit17,Answer.freeGenCrit18,Answer.freeGenCrit19,Answer.freeGenCrit2,Answer.freeGenCrit20,Answer.freeGenCrit21,Answer.freeGenCrit22,Answer.freeGenCrit23,Answer.freeGenCrit24,Answer.freeGenCrit25,Answer.freeGenCrit26,Answer.freeGenCrit27,Answer.freeGenCrit28,Answer.freeGenCrit29,Answer.freeGenCrit3,Answer.freeGenCrit30,Answer.freeGenCrit31,Answer.freeGenCrit32,Answer.freeGenCrit33,Answer.freeGenCrit34,Answer.freeGenCrit35,Answer.freeGenCrit36,Answer.freeGenCrit37,Answer.freeGenCrit38,Answer.freeGenCrit39,Answer.freeGenCrit4,Answer.freeGenCrit40,Answer.freeGenCrit5,Answer.freeGenCrit6,Answer.freeGenCrit7,Answer.freeGenCrit8,Answer.freeGenCrit9,Answer.freeWordCheck,Answer.gender,Answer.listenerChoice,Answer.listenerSceneConfigs,Answer.listenerTurnOrder,Answer.litChoice1,Answer.litChoice2,Answer.litChoice3,Answer.litChoice4,Answer.litChoice5,Answer.litChoice6,Answer.litChoice7,Answer.litChoice8,Answer.nativeEnglish,Answer.othernativelanguage,Answer.problems,Answer.refTypes,Answer.sceneConfigs,Answer.sceneTime,Answer.shapeCheck,Answer.turnOrder,Answer.wrongShape,Approve,Reject
3X55NP42EOTXQ5C1UUOKP244T1I3PW,33YD3YS58SIZ71J94O34UJ34SNQCZQ,Describe an image among several other images (about 10 min),Native English speaker required. You need to allow Javascript to work on the HIT. In this task you will be asked to describe an image among several other images . You may take ONLY 1 HIT for this task.,"image, description, game",$2.00 ,Wed Oct 25 07:59:56 PDT 2017,4,BatchId:2983980;OriginalHitTemplateId:920937340;,3600,3600,Wed Nov 01 07:59:56 PDT 2017,,,35L9RVQFCPVSZ2PPG3HISMOXDN5UH7,35tlnjmcsr,Approved,Wed Oct 25 08:01:07 PDT 2017,Wed Oct 25 08:15:35 PDT 2017,Wed Oct 25 09:15:35 PDT 2017,2017-10-25 16:16:28 UTC,,,868,100% (3/3),100% (3/3),100% (1/1),impreciseAdjPracticeListenerFreeProduction,TlessC1,31,Yes,Was a fun survey.,3,1,The price of $2 was fair.,{},circle with six dots,square,circle with one dot,circle with an opening,line with the least amount of curve,cube,cube that has less water,triangle with a dot in the middle,triangle,obtuse angle,cube,triangle that is missing a corner,cylinder,arrow,arrow,bigger square,square,rectangle box,rectangular box,large tornado looking object,cylinder,arrow,obtuse angle with no arrow,arrow,arrow,arrow,larger triangle,triangle,oval,oval,large cyclinder,cylinder,thicker line,curved arrow,line,square with dots,triangle,square with six dots,arrow,triangle with dots,sun,Male,,DACB;CDBA;BCAD;ABDC;CABD;ABDC;DBCA;CADB,3;1;8;5;4;6;2;7,1,1,1,1,1,1,1,1,yes,{},No issues.,2;2;1;2;2;2;2;2;2;2;1;1;1;1;1;1;2;1;2;1;2;2;1;2;2;1;1;2;2;2;2;2;1;2;2;1;1;1;1;1,ABCD;CDBA;CBDA;DBCA;BDCA;BACD;ABCD;CBDA;ABCD;DABC;CBAD;ABDC;DBAC;BCDA;ABCD;CADB;BCAD;CBAD;ABCD;ABDC;ACDB;BCAD;CDBA;BCAD;BACD;ABDC;DBAC;DACB;DBAC;BDAC;CDAB;BCAD;BCDA;DABC;CADB;BACD;CADB;ACBD;CADB;BACD,30871;44846;17830;38351;18898;9226;16304;9028;4027;4112;6644;23870;6381;23988;8894;4318;4018;51166;14485;7256;9623;33050;5105;7244;11930;11604;8552;5667;3280;3757;4758;12119;8575;7273;4248;7355;10886;12011;8785;7261,sun,3;29;18;6;37;36;10;34;21;22;30;2;31;1;28;24;19;27;15;5;4;14;8;23;16;25;26;20;32;17;9;7;39;11;40;38;35;13;12;33,0,,
3X55NP42EOTXQ5C1UUOKP244T1I3PW,33YD3YS58SIZ71J94O34UJ34SNQCZQ,Describe an image among several other images (about 10 min),Native English speaker required. You need to allow Javascript to work on the HIT. In this task you will be asked to describe an image among several other images . You may take ONLY 1 HIT for this task.,"image, description, game",$2.00 ,Wed Oct 25 07:59:56 PDT 2017,4,BatchId:2983980;OriginalHitTemplateId:920937340;,3600,3600,Wed Nov 01 07:59:56 PDT 2017,,,3IQ1VMJRYUXF5NT8CMCZF4EFN769AL,hqs5u6k9pw,Approved,Wed Oct 25 08:02:36 PDT 2017,Wed Oct 25 08:15:32 PDT 2017,Wed Oct 25 09:15:32 PDT 2017,2017-10-25 16:16:28 UTC,,,776,100% (4/4),100% (1/1),100% (1/1),impreciseAdjPracticeListenerFreeProduction,TlessC1,30,Yes,{},3,0,yes,{},box with dots,box,circle with one dot,circle,less curved line,box,cylinder,box,circle with smallest indent,arrow,box,line almost a triangle,box,arrow,line,large box,box,box,line,cylinder,swirling line,larger straight line,line with arrow,line,longer line,line,box,box,circle,circle,large cylinder,swirling line,larger line,line,line,box,box,triangle with dots,line with arrow head,box with dots,sun,Male,,ACDB;CBDA;BCDA;BACD;ABDC;ADCB;CBDA;BACD,6;7;3;5;4;2;1;8,1,1,1,1,1,1,1,1,yes,{},no,1;2;2;1;2;1;1;2;1;2;1;1;1;1;2;2;1;2;2;2;2;1;1;2;2;1;2;1;1;1;1;1;2;1;2;1;1;2;1;1,CBAD;ACDB;BDAC;DACB;CDBA;DCBA;CABD;BDAC;ABDC;CABD;ADBC;BADC;CADB;ACDB;CBDA;ADCB;CABD;CBAD;BCAD;BADC;ADBC;BCAD;CBDA;ACDB;BACD;DCAB;CADB;DABC;ABCD;ABCD;ABDC;ACDB;BDAC;DCBA;BCAD;DABC;BCAD;DABC;ACBD;DABC,24296;6565;3808;3920;7852;3601;7983;5514;6544;6310;3769;4482;4340;7701;7738;3579;8949;3155;3605;9584;410083;19862;4757;5200;3852;5448;7760;3300;4290;8431;3069;4886;6444;6224;6371;3531;4128;7573;4280;10807,sun,29;33;40;34;24;18;27;26;7;11;32;36;19;8;23;6;4;16;5;17;2;28;38;1;21;35;15;14;12;37;22;3;9;39;10;30;25;31;20;13,0,,
3X55NP42EOTXQ5C1UUOKP244T1I3PW,33YD3YS58SIZ71J94O34UJ34SNQCZQ,Describe an image among several other images (about 10 min),Native English speaker required. You need to allow Javascript to work on the HIT. In this task you will be asked to describe an image among several other images . You may take ONLY 1 HIT for this task.,"image, description, game",$2.00 ,Wed Oct 25 07:59:56 PDT 2017,4,BatchId:2983980;OriginalHitTemplateId:920937340;,3600,3600,Wed Nov 01 07:59:56 PDT 2017,,,3YDTZAI2WYTIETAWZ8NFNVAWXLM41W,b0llonfq3f,Approved,Wed Oct 25 08:01:23 PDT 2017,Wed Oct 25 08:11:23 PDT 2017,Wed Oct 25 09:11:23 PDT 2017,2017-10-25 16:11:28 UTC,,,600,100% (4/4),100% (3/3),100% (1/1),impreciseAdjPracticeListenerFreeProduction,TlessC1,35,No,None.,1,1,2,{},square with dots in it,square,circle with one dot,square,least curved line without an arrow,cube,cylinder,triangle,triangle,bent line,cube,partial triangle,cube,line with an arrow,arrow,triangle,square,full rectangle,rectangle,cylinder,cylinder,thick line with no arrow,bent line with an arrow,line with an arrow,line with an arrow,line with no arrow,largest triangle,triangle,oval,skinny rectangle,tallest cylinder,squiggle,line with an arrow,bent line with no arrow,line with an arrow,circle with dots in it,triangle,triangle with dots in it,curved line with an arrow,square with dots in it,sun,Male,,CBDA;ABDC;CDAB;BDCA;BCDA;BDAC;BADC;CDBA,7;6;5;3;4;1;8;2,1,1,1,1,1,1,1,1,yes,N/A,None.,1;2;2;1;1;2;1;2;1;2;1;2;1;1;2;1;2;1;2;2;2;2;2;2;2;1;2;2;1;2;2;1;1;2;2;2;1;2;2;2,DABC;CDAB;ABDC;BDAC;CDBA;BDCA;CADB;CBDA;BCAD;CADB;ABCD;BDCA;CADB;CDBA;CDAB;ABCD;ABCD;DBAC;ACBD;CADB;ABCD;CBAD;BCAD;ADCB;ADBC;ABCD;DACB;BDCA;DCAB;DBCA;BDCA;DACB;ACDB;BADC;CADB;ACDB;CADB;ABDC;CDAB;BADC,21115;16265;10080;7367;22202;9879;5411;6685;11021;5479;14505;13014;12336;10708;9398;9446;22236;7702;7158;5267;8746;5150;14390;8910;13222;7294;11783;7690;5358;7892;6016;11520;9204;9032;9764;8806;4914;12464;15858;6891,sun,12;25;23;6;4;36;35;17;18;10;8;24;15;37;14;40;13;31;30;19;22;26;11;3;21;32;29;38;34;28;27;5;16;9;1;7;20;33;2;39,0,,
3MD8CKRQZZ0TNWU5A7KWA4L8QGRJRF,33YD3YS58SIZ71J94O34UJ34SNQCZQ,Describe an image among several other images (about 10 min),Native English speaker required. You need to allow Javascript to work on the HIT. In this task you will be asked to describe an image among several other images . You may take ONLY 1 HIT for this task.,"image, description, game",$2.00 ,Wed Oct 25 07:59:56 PDT 2017,4,BatchId:2983980;OriginalHitTemplateId:920937340;,3600,3600,Wed Nov 01 07:59:56 PDT 2017,,,320DUZ38G8Z5LQJKKYVM0K3LH7YGJ2,em90hwx384,Approved,Wed Oct 25 08:29:39 PDT 2017,Wed Oct 25 08:38:14 PDT 2017,Wed Oct 25 09:38:14 PDT 2017,2017-10-25 16:38:28 UTC,,,515,100% (1/1),100% (1/1),100% (1/1),impreciseAdjPracticeListenerFreeProduction,TlessC1,39,Yes,{},2,1,1,{},circle,trinagle,1 peg circle,circle,arrow,cylider,less full cube,triangle,more complete circle,arrow,full cylinder,partial triangle,cylinder,long line,arrow,triangle,square,fat oval,rectangle,cylinder,ribbon,arrow,arrow,line,arrow,line,square,triangle,oval,tower,ribbon,cylinder,fat line,arc,arrow,square,trinagle,pegged triangle,arrow,triangle,sun,Male,,DCAB;CBAD;BACD;BDAC;DCAB;DACB;CBAD;CBDA,7;4;5;1;3;6;2;8,1,1,1,1,1,1,1,1,yes,{},No,2;2;2;1;2;2;1;2;2;1;1;1;2;2;1;1;1;2;1;1;1;2;2;2;1;1;2;1;2;1;2;1;2;2;2;2;2;1;1;2,BCDA;CDAB;DBAC;ADCB;ADCB;CABD;CBAD;ABDC;DACB;CADB;ABCD;DBAC;ACDB;DABC;DCBA;BCDA;ACBD;CDAB;CBAD;CADB;ACBD;CDAB;BACD;BACD;DCAB;BACD;ABCD;DBAC;BCAD;ACDB;BCDA;ADCB;CDAB;ACBD;ACBD;ADBC;ABCD;ABDC;DCAB;ABDC,8949;6764;11850;5227;5700;5523;8271;10286;6689;12734;7846;6570;5708;5091;5091;12807;4499;2975;4502;6539;4831;8595;4810;4982;6363;4654;5405;4348;3468;4975;3514;3520;5960;9127;7027;3166;3184;3552;11108;7753,sun,34;30;36;32;1;31;25;19;14;11;33;9;5;39;8;2;3;40;38;28;10;7;37;6;4;16;21;22;13;27;12;23;24;17;15;35;29;18;20;26,0,,
3MD8CKRQZZ0TNWU5A7KWA4L8QGRJRF,33YD3YS58SIZ71J94O34UJ34SNQCZQ,Describe an image among several other images (about 10 min),Native English speaker required. You need to allow Javascript to work on the HIT. In this task you will be asked to describe an image among several other images . You may take ONLY 1 HIT for this task.,"image, description, game",$2.00 ,Wed Oct 25 07:59:56 PDT 2017,4,BatchId:2983980;OriginalHitTemplateId:920937340;,3600,3600,Wed Nov 01 07:59:56 PDT 2017,,,345LHZDEDY5D5UIQ1ISGOSNNUIO3UA,ga464wrlcn,Approved,Wed Oct 25 08:20:03 PDT 2017,Wed Oct 25 08:46:12 PDT 2017,Wed Oct 25 09:46:12 PDT 2017,2017-10-25 16:46:28 UTC,,,1569,100% (5/5),100% (1/1),100% (1/1),impreciseAdjPracticeListenerFreeProduction,TlessC1,27,Yes,{},1,0,yes,{},dotted square,triangle,circle with one dot,square,semi crooked line,cylinder,cylinder,square,most complete circle,arrow,cube,semi triangle,cube,long line,line,triangle,square,big oval,line,cylinder,cylinder,arrow,crooked line,straight line,arrow,line,big triangle,triangle,oval,bar,tall cylinder,cylinder,arrow,curved arrow,arrow,spotted circle,square,lego triangle,plain curve,triangle,fiery object,Female,,DCBA;ACBD;ACBD;BDCA;DCBA;ABDC;DBAC;DCAB,1;3;6;4;7;5;2;8,1,1,1,1,1,1,1,1,yes,{},no,1;2;1;2;1;1;1;1;2;1;1;2;1;2;2;2;1;2;2;2;1;1;2;2;1;1;2;2;2;1;2;1;1;2;2;2;1;1;2;2,CBAD;BADC;ABDC;DBCA;CDBA;DBCA;BCDA;DCAB;BADC;ABDC;CDAB;DABC;CADB;BCDA;DBCA;DCAB;BCAD;CABD;CBAD;ACBD;BCAD;DBAC;DACB;CDAB;BCAD;BCAD;DBCA;DCBA;CABD;DBCA;CDAB;ADCB;BCDA;ABCD;ADCB;CADB;BADC;CADB;BDCA;CBDA,17994;7844;5677;3287;2475;3050;3302;2835;4711;5027;3550;2199;6124;2188;2324;5724;4700;5874;3265;2474;3812;3200;2612;4400;4400;4163;2487;1702;5886;2837;3851;2024;2663;2087;2150;3438;2650;2112;2674;2050,sun,8;24;34;19;16;12;23;22;21;7;38;35;17;36;39;5;3;13;14;28;37;30;18;4;11;33;29;32;1;6;2;20;15;27;40;25;9;31;10;26,0,,
3MD8CKRQZZ0TNWU5A7KWA4L8QGRJRF,33YD3YS58SIZ71J94O34UJ34SNQCZQ,Describe an image among several other images (about 10 min),Native English speaker required. You need to allow Javascript to work on the HIT. In this task you will be asked to describe an image among several other images . You may take ONLY 1 HIT for this task.,"image, description, game",$2.00 ,Wed Oct 25 07:59:56 PDT 2017,4,BatchId:2983980;OriginalHitTemplateId:920937340;,3600,3600,Wed Nov 01 07:59:56 PDT 2017,,,3FPRZHYEPZKDI97Q682LKEP68PX3VZ,t44ocvjyib,Approved,Wed Oct 25 08:24:35 PDT 2017,Wed Oct 25 08:37:29 PDT 2017,Wed Oct 25 09:37:29 PDT 2017,2017-10-25 16:38:28 UTC,,,774,100% (1/1),100% (1/1),100% (1/1),impreciseAdjPracticeListenerFreeProduction,TlessC1,61,No,{},4,1,it's ok.,{},square with shadowed dots,triangle,triangle,square,aRRow,cylinder,cylinder,triangle,triangle,bent line,almost full cylinder,partial triangle,cylinder,arrow,arrow,larger square,square,fatter oval,oval,cylinder,cylinder disc,fattest line,arrow,arrow,arrow,line,larger triangle,square,oval,oval,spiral,spiral,arrow,arrow,line,dotted circle,triangle,square,arrow,triangle,sun,Female,,CDBA;DCBA;BADC;BDAC;ADCB;DCAB;CABD;CABD,1;4;5;3;7;2;8;6,1,1,1,1,1,1,1,1,yes,{},no,1;2;2;2;1;2;2;2;2;1;2;2;2;2;2;1;2;1;1;1;2;2;1;2;1;2;2;2;1;2;2;1;1;1;2;1;2;2;2;1,DABC;DACB;DBCA;ABDC;DBCA;DBAC;DCBA;ADCB;DBCA;CABD;CABD;DACB;ADBC;ACDB;BACD;ACDB;ABDC;BCAD;CDBA;CBDA;DBAC;ACDB;CDBA;BCAD;CABD;BCDA;BCAD;BACD;BDAC;DACB;DBAC;BACD;ADBC;ACDB;BCAD;ACDB;CDBA;DABC;DBAC;DABC,22107;7501;12287;6946;6829;5807;13506;17310;9038;8661;14624;8220;6536;8474;5691;7426;9140;5778;5319;8331;7341;6730;6285;7772;5247;8298;5478;9864;6864;4876;7185;6360;8459;4731;6420;7793;14410;5450;8415;5624,sun,6;15;23;36;11;21;2;19;20;37;28;10;34;38;8;9;29;17;39;5;32;27;35;33;26;16;31;12;3;22;14;40;7;30;18;13;1;4;25;24,0,,
3MD8CKRQZZ0TNWU5A7KWA4L8QGRJRF,33YD3YS58SIZ71J94O34UJ34SNQCZQ,Describe an image among several other images (about 10 min),Native English speaker required. You need to allow Javascript to work on the HIT. In this task you will be asked to describe an image among several other images . You may take ONLY 1 HIT for this task.,"image, description, game",$2.00 ,Wed Oct 25 07:59:56 PDT 2017,4,BatchId:2983980;OriginalHitTemplateId:920937340;,3600,3600,Wed Nov 01 07:59:56 PDT 2017,,,3JPSL1DZ5TC0UPX2DWV4X59ZSWNANL,t2sk1xjzb2,Approved,Wed Oct 25 08:03:09 PDT 2017,Wed Oct 25 08:38:19 PDT 2017,Wed Oct 25 09:38:19 PDT 2017,2017-10-25 16:38:28 UTC,,,2110,100% (1/1),100% (1/1),100% (1/1),impreciseAdjPracticeListenerFreeProduction,TlessC1,57,Yes,no,2,1,yes,{},six circle,triangel,triangle,square,almost straight line,box,cylinder,triangle,triangle,crooked line,full cylinder,half circle,cube,longest line,directions,big square,triangle,big oblong,oblong,cylinder,circle slice,thick line,bent arrow,straight line,arrow,arrow,big triangle,triangle,egg,thick line,ribbon,cylinder,arrow,bent arrow,line,square,triangle,button triangle,bent line,button square,sun,Female,,ADBC;BCAD;ABCD;ABCD;BACD;DBCA;CADB;ACBD,7;6;4;2;5;3;1;8,1,1,1,1,1,1,1,1,yes,{},no,2;1;2;2;2;2;1;1;1;1;2;2;1;1;2;1;2;1;1;2;1;2;1;1;1;2;2;2;1;1;2;2;1;2;2;2;2;1;2;1,CADB;ADCB;BACD;ACBD;DBCA;CBDA;BADC;ADBC;DCBA;DABC;BCDA;DBAC;DBCA;CBDA;CDAB;DABC;CDAB;BCDA;ABCD;BDAC;BCDA;DCAB;DBCA;BADC;CDBA;ADCB;DBCA;ABDC;DCAB;ACDB;CBDA;BCDA;BDCA;BDAC;DACB;BDCA;BDCA;DBCA;BDCA;ABDC,39260;29430;13410;16869;6492;14782;12448;6176;24954;13237;9067;12165;6591;6490;44405;8010;13320;18037;9617;9769;8458;5974;10458;8046;6439;9414;8681;6460;7613;7840;11880;7107;5741;7278;6901;6365;5144;9232;8087;8769,sun,18;13;22;27;35;11;20;10;28;29;16;33;39;26;7;6;38;1;2;19;21;24;3;36;14;17;23;4;8;30;9;37;32;34;31;15;12;25;5;40,0,,
3D17ECOUOE8U9DTZ9SDUO6M6QLC13Q,33YD3YS58SIZ71J94O34UJ34SNQCZQ,Describe an image among several other images (about 10 min),Native English speaker required. You need to allow Javascript to work on the HIT. In this task you will be asked to describe an image among several other images . You may take ONLY 1 HIT for this task.,"image, description, game",$2.00 ,Wed Oct 25 07:59:56 PDT 2017,4,BatchId:2983980;OriginalHitTemplateId:920937340;,3600,3600,Wed Nov 01 07:59:56 PDT 2017,,,37WLF8U1WQ3YZH0WQ6MCP8Q92IS6KM,anabwj1grb,Approved,Wed Oct 25 08:00:55 PDT 2017,Wed Oct 25 08:16:27 PDT 2017,Wed Oct 25 09:16:27 PDT 2017,2017-10-25 16:16:29 UTC,,,932,100% (1/1),100% (1/1),100% (1/1),impreciseAdjPracticeListenerFreeProduction,TlessC1,34,No,{},3,1,2,{},square with dots,lined square,triangle,box,arrow,cylinder,least-filled box,triangle,triangle,arrow,fullest cylinder,U,box,longest line,line,biggest square,triangle,rectangle,rectangle,cylinder,cylinder,thickest line,"andled line, no arrow",line,arrow,arrow,square,triangle,oval,oval,tallest cylinder,cylinder,thickest line,arrow,line,dotted circle,square,square,arrow,dotted square,sun,Male,,CBDA;DCAB;ABDC;BDAC;ADBC;ABDC;DCBA;DACB,2;5;3;6;8;4;7;1,1,1,1,1,1,1,1,1,yes,{},no,1;1;1;2;1;1;2;2;1;2;2;2;2;2;1;1;2;2;1;2;1;1;1;1;2;1;2;2;1;1;2;2;2;2;2;1;1;1;1;1,DACB;DACB;DABC;BCDA;DABC;DACB;CDAB;BDAC;BADC;ADBC;CABD;BADC;BCDA;DCBA;ABCD;BCAD;CABD;DACB;BDCA;DACB;BACD;BDAC;BACD;CBAD;BACD;ABCD;CBDA;ACBD;DBAC;CDBA;CADB;CADB;DBAC;ABCD;DBAC;DBAC;ABCD;ABCD;BCDA;BCDA,3749;2305;12431;3586;3256;3840;3582;2989;4618;2799;5924;6965;4311;5915;4135;3512;2642;2438;2780;3506;11055;10239;2842;4548;3844;3015;3619;4848;3663;2821;4043;3308;3104;2786;3159;5251;4519;4696;3837;4497,sun,8;18;9;4;40;30;12;2;26;35;37;5;20;15;14;17;32;13;31;28;3;33;16;10;7;24;36;19;11;27;25;22;38;34;6;21;23;1;39;29,0,,
3D17ECOUOE8U9DTZ9SDUO6M6QLC13Q,33YD3YS58SIZ71J94O34UJ34SNQCZQ,Describe an image among several other images (about 10 min),Native English speaker required. You need to allow Javascript to work on the HIT. In this task you will be asked to describe an image among several other images . You may take ONLY 1 HIT for this task.,"image, description, game",$2.00 ,Wed Oct 25 07:59:56 PDT 2017,4,BatchId:2983980;OriginalHitTemplateId:920937340;,3600,3600,Wed Nov 01 07:59:56 PDT 2017,,,3A0EX8ZRN91ZPY68QC4B9WRCEZIYB2,p5z1ou3zmf,Approved,Wed Oct 25 09:09:42 PDT 2017,Wed Oct 25 09:50:11 PDT 2017,Wed Oct 25 10:50:11 PDT 2017,2017-10-25 17:50:28 UTC,,,2429,100% (2/2),100% (1/1),100% (1/1),impreciseAdjPracticeListenerFreeProduction,TlessC1,33,Yes,{},1,0,2,{},circle,square,circle with one dot,circle,line with a tiny bit of curve,cylinder,least full cube,square,most complete circle,line,cube,semi-circle,cube,arrow,line,big square,square,rectangle,oval,cylinder,cyclone,arrow,arrow,arrow,medium line,arrow,square,square,large rectangle,line,cyclone,cylinder,thick line,line,arrow,square,square,triangle with dots,line,triangle,thing that makes fire,Male,,ADBC;CDBA;DACB;ABCD;CDAB;DCAB;ADCB;CDBA,5;2;7;4;3;1;8;6,1,1,1,1,1,1,1,1,yes,{},no,2;1;2;1;2;1;1;1;2;2;1;1;1;2;1;2;1;1;2;2;2;1;1;2;2;2;2;1;2;2;1;2;2;1;1;2;2;1;1;2,CDBA;CABD;CDAB;BCAD;CBAD;DACB;CABD;ADCB;BDAC;DABC;BCAD;ABCD;DCBA;CBAD;BCDA;BACD;DABC;BCAD;BACD;ABDC;ACDB;DBAC;CDAB;ACBD;CADB;BADC;BCAD;CDAB;CBDA;DCAB;DBAC;BACD;CBDA;DBAC;CBDA;DABC;DCBA;CBAD;DACB;ADBC,4319;12548;3523;3374;2499;2325;2750;12550;3050;8624;5376;4922;2275;6875;57446;5199;4349;2600;2400;2875;5649;2750;3049;5450;3650;19600;4848;3751;4474;2826;3424;2999;3099;2900;6875;3725;2500;5949;8374;2549,sun,40;11;24;22;3;19;16;13;14;23;5;2;20;17;18;25;38;27;8;26;31;4;30;12;39;33;9;1;37;10;28;36;32;34;7;6;21;35;15;29,0,,
3D17ECOUOE8U9DTZ9SDUO6M6QLC13Q,33YD3YS58SIZ71J94O34UJ34SNQCZQ,Describe an image among several other images (about 10 min),Native English speaker required. You need to allow Javascript to work on the HIT. In this task you will be asked to describe an image among several other images . You may take ONLY 1 HIT for this task.,"image, description, game",$2.00 ,Wed Oct 25 07:59:56 PDT 2017,4,BatchId:2983980;OriginalHitTemplateId:920937340;,3600,3600,Wed Nov 01 07:59:56 PDT 2017,,,3R3YRB5GRGGDPFHBAX7QB01T0TMUA5,e86fj3ro14,Approved,Wed Oct 25 09:02:04 PDT 2017,Wed Oct 25 09:09:13 PDT 2017,Wed Oct 25 10:09:13 PDT 2017,2017-10-25 17:09:28 UTC,,,429,100% (1/1),100% (1/1),100% (1/1),impreciseAdjPracticeListenerFreeProduction,TlessC1,{},,{},-1,99,{},{},bumpy square,square,triangle,square,arrow,cylinder,mostly empty cube,triangle,mostly complete circle,bent line,cube,incomplete triangle,cylinder,long line,line,triangle,square,rectangle,rectangle,big spiral,spiral,arrow,bent line,line,long line,arrow,square,square,oval,oval,cylinder,ribbon,arrow,arrow,line,square,square,bumpy triangle,arrow,triangle,sun,{},,ABCD;CABD;ADCB;CBDA;ADBC;BDCA;ACDB;DACB,1;5;3;7;2;6;8;4,1,1,1,1,1,1,1,1,yes,{},{},1;2;1;2;2;1;1;2;2;2;2;2;2;2;1;1;1;1;2;1;1;1;2;2;2;1;1;1;2;1;1;2;2;1;2;1;1;2;2;1,ACDB;ADBC;BDAC;CBAD;BDAC;BADC;DABC;DACB;BCDA;ACDB;BADC;ADCB;DCAB;CBAD;CDBA;DBCA;ACDB;CDBA;ADBC;ACBD;ACBD;ABCD;CDBA;ACDB;BCDA;DBCA;ACDB;ABDC;ACBD;DCBA;CBDA;ADBC;DACB;BACD;DACB;BDAC;BACD;DCAB;BACD;DBAC,23422;14136;8973;11777;18101;5505;5880;5695;7176;4708;4123;3561;3727;4296;3327;3312;15768;7592;3912;3760;4647;2235;3958;2025;3262;4056;4001;3368;3336;5847;4801;11601;3007;2752;2608;3019;4925;5151;6289;2512,sun,31;27;38;2;7;11;14;22;1;12;18;34;16;33;39;4;15;3;10;21;26;30;37;40;13;25;36;23;32;6;28;17;5;35;19;20;29;8;9;24,0,,
3D17ECOUOE8U9DTZ9SDUO6M6QLC13Q,33YD3YS58SIZ71J94O34UJ34SNQCZQ,Describe an image among several other images (about 10 min),Native English speaker required. You need to allow Javascript to work on the HIT. In this task you will be asked to describe an image among several other images . You may take ONLY 1 HIT for this task.,"image, description, game",$2.00 ,Wed Oct 25 07:59:56 PDT 2017,4,BatchId:2983980;OriginalHitTemplateId:920937340;,3600,3600,Wed Nov 01 07:59:56 PDT 2017,,,3ZR9AIQJUCMI74PE3PJF9QRMSTH40U,a1rqpaw80f,Approved,Wed Oct 25 09:06:26 PDT 2017,Wed Oct 25 09:25:32 PDT 2017,Wed Oct 25 10:25:32 PDT 2017,2017-10-25 17:26:28 UTC,,,1146,100% (3/3),100% (2/2),100% (1/1),impreciseAdjPracticeListenerFreeProduction,TlessC1,41,Yes,{},3,1,yes,{},circle with dots,square,triangle,circle,slightly curved bent line- not very bent,cube,cylinder,square,circle with smaller space,line with arrow head,cube,broken triangle,cylinder,line with arrow head,line with arrows,larger square,square,rectangle,rectangle,large swirl,small swirl,line with no arrow but thicker than other,bent line with arrow,line with arrow head,line with arrow head,line with arrow,large triangle,square,oval,rectangle,swirly figure,cylinder,flat line thicker than other flat line,curved with arrow tip,line with arrow head,square,triangle,square,curved without arrow tip,square with dots,round sun,Male,,ADBC;DABC;CBAD;DABC;BDAC;ABCD;CDAB;BDCA,7;1;5;8;3;2;6;4,1,1,1,1,1,1,1,1,yes,{},no,2;2;2;2;2;2;2;1;1;2;2;1;1;1;2;2;1;2;2;1;2;2;1;2;2;1;1;1;1;2;2;2;1;1;2;2;2;1;1;2,BDAC;DBAC;ABCD;CADB;ADBC;DBCA;DBAC;BCDA;ADBC;BDAC;DBAC;BADC;ADCB;CBDA;DCBA;ADCB;CABD;ACBD;BCDA;CDAB;CBAD;CADB;BACD;CDBA;ADBC;DABC;CABD;DBAC;BACD;CBDA;CADB;CDAB;ACDB;DCBA;CADB;DBAC;ACBD;DABC;ADBC;BACD,23902;7387;10440;42621;9640;12084;28504;21051;21524;52554;9484;13921;25224;56165;266095;4886;5508;5759;5168;7180;7716;21524;34953;36462;13913;4848;9875;7741;5451;4036;5240;28676;12963;6918;5858;6176;13725;11759;24783;6810,sun,11;14;23;3;30;1;29;37;39;18;15;17;13;5;20;12;6;36;24;32;2;16;22;25;26;7;27;40;33;35;34;4;38;31;28;21;10;9;8;19,0,,
