workerid,proliferate.condition,big_filler,cond,instruction,loc_big_filler,loc_contrast,loc_small_filler,loc_target_pic,modifier,modifier_use,noun,pragContext,response,response_times,small_filler,target_contrast_bad,target_contrast_good,target_pic,trial,trialID,trialType,trial_number,catch_trials,subject_information.age,subject_information.asses,subject_information.comments,subject_information.education,subject_information.enjoyment,subject_information.fairprice,subject_information.gender,subject_information.language,subject_information.problems,system.Browser,system.OS,system.screenH,system.screenW,time_in_minutes,error
730,List2,glasses_tortoise.jpg,semantic_control,Click on the couch,.loc3,.loc4,.loc1,.loc2,small,no_modifier,couch,bad,"['loc2', 'loc2']","[1544, 2625]",glasses_blue.jpg,couch_big.jpg,cheeseplate_big.jpg,couch_small.jpg,300,filler180,filler,13,[],24,Yes,N/A,3,1,The price was fine.,Male,English,N/A,Chrome,Mac,900,1440,19.4816,
730,List2,ostrich_big.jpg,no_contrast,Click on the buffalo,.loc4,.loc2,.loc1,.loc3,big,no_modifier,buffalo,bad,"['loc3', 'loc3']","[2078, 3046]",potato_small.jpg,buffalo_small.jpg,mask_small.jpg,buffalo_big.jpg,82,train42,train,14,[],24,Yes,N/A,3,1,The price was fine.,Male,English,N/A,Chrome,Mac,900,1440,19.4816,
730,List2,milkshake_big.jpg,contrast,Click on the big turtle,.loc1,.loc4,.loc3,.loc2,big,modifier,turtle,bad,"['loc2', 'loc2', 'loc2']","[1601, 2710, 3558]",baseballglove_small.jpg,turtle_small.jpg,turtle_small.jpg,turtle_big.jpg,12,test12,test,15,[],24,Yes,N/A,3,1,The price was fine.,Male,English,N/A,Chrome,Mac,900,1440,19.4816,
730,List2,greentape_big.jpg,semantic_contrast,Click on the green lightbulb,.loc2,.loc1,.loc3,.loc4,green,modifier,lightbulb,bad,"['loc2', 'loc4', 'loc4']","[1473, 3127, 4159]",redbean_small.jpg,russiandoll.jpg,lightbulb_white.jpg,lightbulb_green.jpg,164,filler44,filler,16,[],24,Yes,N/A,3,1,The price was fine.,Male,English,N/A,Chrome,Mac,900,1440,19.4816,
730,List2,clog_big.jpg,no_contrast,Click on the chair,.loc4,.loc1,.loc2,.loc3,big,no_modifier,chair,bad,"['loc3', 'loc3']","[1577, 2714]",motorcycle_small.jpg,chair_small.jpg,checkerboard_small.jpg,chair_big.jpg,84,train44,train,17,[],24,Yes,N/A,3,1,The price was fine.,Male,English,N/A,Chrome,Mac,900,1440,19.4816,
730,List2,pasta_ravioli.jpg,semantic_control,Click on the package,.loc4,.loc3,.loc2,.loc1,small,no_modifier,package,bad,"['loc3', 'loc3']","[1285, 2262]",pasta_spaghetti.jpg,package_big.jpg,bloodymary_big.jpg,package_small.jpg,296,filler176,filler,18,[],24,Yes,N/A,3,1,The price was fine.,Male,English,N/A,Chrome,Mac,900,1440,19.4816,
730,List2,seal_red.jpg,semantic_control,Click on the motorcycle,.loc4,.loc1,.loc3,.loc2,small,no_modifier,motorcycle,bad,"['loc1', 'loc1']","[1449, 2346]",seal_green.jpg,motorcycle_big.jpg,fortunecookie_big.jpg,motorcycle_small.jpg,264,filler144,filler,19,[],24,Yes,N/A,3,1,The price was fine.,Male,English,N/A,Chrome,Mac,900,1440,19.4816,
730,List2,tambourine_big.jpg,contrast_control,Click on the basket,.loc4,.loc2,.loc1,.loc3,big,no_modifier,basket,bad,"['loc3', 'loc3']","[1461, 2486]",tambourine_small.jpg,basket_small.jpg,toyhammer_small.jpg,basket_big.jpg,209,filler89,filler,20,[],24,Yes,N/A,3,1,The price was fine.,Male,English,N/A,Chrome,Mac,900,1440,19.4816,
730,List2,parfait_stemglass.jpg,semantic_control,Click on the eggs,.loc1,.loc2,.loc4,.loc3,small,no_modifier,eggs,bad,"['loc2', 'loc2']","[1561, 2518]",parfait_cup.jpg,eggs_big.jpg,pinata_big.jpg,eggs_small.jpg,242,filler122,filler,21,[],24,Yes,N/A,3,1,The price was fine.,Male,English,N/A,Chrome,Mac,900,1440,19.4816,
730,List2,birdhouse_onstand.jpg,semantic_control,Click on the musicsheet,.loc2,.loc1,.loc3,.loc4,big,no_modifier,musicsheet,bad,"['loc2', 'loc4']","[1577, 3291]",birdhouse_plain.jpg,musicsheet_small.jpg,screw_small.jpg,musicsheet_big.jpg,299,filler179,filler,22,[],24,Yes,N/A,3,1,The price was fine.,Male,English,N/A,Chrome,Mac,900,1440,19.4816,
730,List2,panflute_big.jpg,contrast_control,Click on the caterpillar,.loc1,.loc4,.loc2,.loc3,big,no_modifier,caterpillar,bad,"['loc1', 'loc3']","[1709, 3142]",panflute_small.jpg,caterpillar_small.jpg,crane_small.jpg,caterpillar_big.jpg,229,filler109,filler,23,[],24,Yes,N/A,3,1,The price was fine.,Male,English,N/A,Chrome,Mac,900,1440,19.4816,
730,List2,sewingmachine_big.jpg,contrast_control,Click on the nest,.loc4,.loc2,.loc1,.loc3,small,no_modifier,nest,bad,"['loc2', 'loc2']","[1845, 3038]",sewingmachine_small.jpg,nest_big.jpg,victrola_big.jpg,nest_small.jpg,206,filler86,filler,24,[],24,Yes,N/A,3,1,The price was fine.,Male,English,N/A,Chrome,Mac,900,1440,19.4816,
730,List2,register_new.jpg,semantic_control,Click on the origami,.loc4,.loc2,.loc3,.loc1,big,no_modifier,origami,bad,"['loc1', 'loc1']","[1385, 2273]",register_old.jpg,origami_small.jpg,meat_small.jpg,origami_big.jpg,263,filler143,filler,25,[],24,Yes,N/A,3,1,The price was fine.,Male,English,N/A,Chrome,Mac,900,1440,19.4816,
730,List2,blackboard_big.jpg,contrast,Click on the big jeep,.loc3,.loc2,.loc1,.loc4,big,modifier,jeep,bad,"['loc3', 'loc4', 'loc4']","[1341, 3022, 3895]",candyapple_small.jpg,snowboard_small.jpg,jeep_small.jpg,jeep_big.jpg,63,train23,train,26,[],24,Yes,N/A,3,1,The price was fine.,Male,English,N/A,Chrome,Mac,900,1440,19.4816,
730,List2,gumballmachine_big.jpg,no_contrast,Click on the discoball,.loc1,.loc3,.loc2,.loc4,small,no_modifier,discoball,bad,"['loc2', 'loc3']","[1766, 3311]",chowchow_small.jpg,discoball_big.jpg,beetle_big.jpg,discoball_small.jpg,87,train47,train,27,[],24,Yes,N/A,3,1,The price was fine.,Male,English,N/A,Chrome,Mac,900,1440,19.4816,
730,List2,computermouse_big.jpg,semantic_contrast,Click on the yellow highlighter,.loc4,.loc2,.loc1,.loc3,yellow,modifier,highlighter,bad,"['loc2', 'loc3', 'loc3']","[1750, 2919, 3527]",persianrug_small.jpg,picnictable.jpg,highlighter_pink.jpg,highlighter_yellow.jpg,156,filler36,filler,28,[],24,Yes,N/A,3,1,The price was fine.,Male,English,N/A,Chrome,Mac,900,1440,19.4816,
730,List2,candle_big.jpg,contrast_control,Click on the baseballglove,.loc3,.loc2,.loc1,.loc4,small,no_modifier,baseballglove,bad,"['loc3', 'loc2']","[1337, 2815]",candle_small.jpg,baseballglove_big.jpg,africanmask_big.jpg,baseballglove_small.jpg,212,filler92,filler,29,[],24,Yes,N/A,3,1,The price was fine.,Male,English,N/A,Chrome,Mac,900,1440,19.4816,
730,List2,button_big.jpg,contrast,Click on the big alarmclock,.loc3,.loc4,.loc1,.loc2,big,modifier,alarmclock,bad,"['loc3', 'loc4', 'loc2']","[976, 2845, 3943]",artichoke_small.jpg,earth_small.jpg,alarmclock_small.jpg,alarmclock_big.jpg,61,train21,train,30,[],24,Yes,N/A,3,1,The price was fine.,Male,English,N/A,Chrome,Mac,900,1440,19.4816,
730,List2,magnifyingglass_big.jpg,no_contrast,Click on the schoolbus,.loc2,.loc4,.loc1,.loc3,big,no_modifier,schoolbus,bad,"['loc1', 'loc3']","[1321, 2554]",package_small.jpg,schoolbus_small.jpg,snail_small.jpg,schoolbus_big.jpg,116,train76,train,31,[],24,Yes,N/A,3,1,The price was fine.,Male,English,N/A,Chrome,Mac,900,1440,19.4816,
730,List2,stove_big.jpg,contrast_control,Click on the gun,.loc1,.loc4,.loc2,.loc3,big,no_modifier,gun,bad,"['loc1', 'loc3']","[1573, 2478]",stove_small.jpg,gun_small.jpg,bush_small.jpg,gun_big.jpg,223,filler103,filler,32,[],24,Yes,N/A,3,1,The price was fine.,Male,English,N/A,Chrome,Mac,900,1440,19.4816,
730,List2,brochette_big.jpg,contrast,Click on the small necklace,.loc1,.loc3,.loc4,.loc2,small,modifier,necklace,bad,"['loc1', 'loc2', 'loc2']","[1432, 4776, 5680]",kazoo_small.jpg,matzah_big.jpg,necklace_big.jpg,necklace_small.jpg,72,train32,train,33,[],24,Yes,N/A,3,1,The price was fine.,Male,English,N/A,Chrome,Mac,900,1440,19.4816,
730,List2,beaver_big.jpg,contrast,Click on the small airplane,.loc2,.loc4,.loc3,.loc1,small,modifier,airplane,bad,"['loc2', 'loc2', 'loc1']","[1429, 3439, 4892]",kangaroo_small.jpg,crab_big.jpg,airplane_big.jpg,airplane_small.jpg,58,train18,train,34,[],24,Yes,N/A,3,1,The price was fine.,Male,English,N/A,Chrome,Mac,900,1440,19.4816,
730,List2,croissant_big.jpg,no_contrast,Click on the shark,.loc1,.loc4,.loc3,.loc2,big,no_modifier,shark,bad,"['loc2', 'loc2']","[1938, 2539]",waffle_small.jpg,shark_small.jpg,domino_small.jpg,shark_big.jpg,102,train62,train,35,[],24,Yes,N/A,3,1,The price was fine.,Male,English,N/A,Chrome,Mac,900,1440,19.4816,
730,List2,seesaw_big.jpg,semantic_contrast,Click on the barn mailbox,.loc2,.loc4,.loc1,.loc3,barn,modifier,mailbox,bad,"['loc3', 'loc3', 'loc3']","[1557, 2478, 4151]",pitchfork_small.jpg,pinkshoes.jpg,mailbox_cow.jpg,mailbox_barn.jpg,157,filler37,filler,36,[],24,Yes,N/A,3,1,The price was fine.,Male,English,N/A,Chrome,Mac,900,1440,19.4816,
730,List2,butternutsquash_big.jpg,semantic_contrast,Click on the heart candy,.loc1,.loc2,.loc4,.loc3,heart,modifier,candy,bad,"['loc3', 'loc3', 'loc3']","[1725, 2806, 3534]",leopard_small.jpg,frame.jpg,candy_orange.jpg,candy_heart.jpg,138,filler18,filler,37,[],24,Yes,N/A,3,1,The price was fine.,Male,English,N/A,Chrome,Mac,900,1440,19.4816,
730,List2,burger_big.jpg,contrast_control,Click on the teapot,.loc3,.loc2,.loc1,.loc4,small,no_modifier,teapot,bad,"['loc3', 'loc2']","[1177, 2406]",burger_small.jpg,teapot_big.jpg,funnel_big.jpg,teapot_small.jpg,184,filler64,filler,38,[],24,Yes,N/A,3,1,The price was fine.,Male,English,N/A,Chrome,Mac,900,1440,19.4816,
730,List2,ovenmit_big.jpg,no_contrast,Click on the avocado,.loc2,.loc3,.loc1,.loc4,small,no_modifier,avocado,bad,"['loc3', 'loc3']","[1072, 1672]",candleholder_small.jpg,avocado_big.jpg,seahorse_big.jpg,avocado_small.jpg,117,train77,train,39,[],24,Yes,N/A,3,1,The price was fine.,Male,English,N/A,Chrome,Mac,900,1440,19.4816,
730,List2,fortunecookie_big.jpg,semantic_contrast,Click on the green cabbage,.loc2,.loc4,.loc1,.loc3,green,modifier,cabbage,bad,"['loc3', 'loc3', 'loc3']","[1072, 2606, 3494]",muffinpan_small.jpg,milkjug.jpg,cabbage_red.jpg,cabbage_green.jpg,146,filler26,filler,40,[],24,Yes,N/A,3,1,The price was fine.,Male,English,N/A,Chrome,Mac,900,1440,19.4816,
730,List2,kettle_silver.jpg,semantic_control,Click on the bowtie,.loc1,.loc2,.loc4,.loc3,big,no_modifier,bowtie,bad,"['loc3', 'loc3']","[1240, 2478]",kettle_gold.jpg,bowtie_small.jpg,pomegranate_small.jpg,bowtie_big.jpg,277,filler157,filler,41,[],24,Yes,N/A,3,1,The price was fine.,Male,English,N/A,Chrome,Mac,900,1440,19.4816,
730,List2,spoon_big.jpg,contrast,Click on the big pool,.loc4,.loc2,.loc3,.loc1,big,modifier,pool,bad,"['loc1', 'loc1', 'loc1']","[1593, 2962, 3647]",cookiecutter_small.jpg,clover_small.jpg,pool_small.jpg,pool_big.jpg,75,train35,train,42,[],24,Yes,N/A,3,1,The price was fine.,Male,English,N/A,Chrome,Mac,900,1440,19.4816,
730,List2,babyswing_big.jpg,semantic_contrast,Click on the green bellpeppers,.loc3,.loc4,.loc2,.loc1,green,modifier,bellpeppers,bad,"['loc1', 'loc1', 'loc1']","[1521, 2298, 3019]",redkettle_small.jpg,dogbones.jpg,bellpeppers_red.jpg,bellpeppers_green.jpg,131,filler11,filler,43,[],24,Yes,N/A,3,1,The price was fine.,Male,English,N/A,Chrome,Mac,900,1440,19.4816,
730,List2,tennisball_big.jpg,contrast_control,Click on the lion,.loc3,.loc2,.loc1,.loc4,small,no_modifier,lion,bad,"['loc3', 'loc2']","[1381, 2261]",tennisball_small.jpg,lion_big.jpg,harmonica_big.jpg,lion_small.jpg,240,filler120,filler,44,[],24,Yes,N/A,3,1,The price was fine.,Male,English,N/A,Chrome,Mac,900,1440,19.4816,
730,List2,desk_big.jpg,contrast,Click on the big grapes,.loc1,.loc4,.loc2,.loc3,big,modifier,grapes,bad,"['loc3', 'loc3', 'loc3']","[1473, 2330, 3671]",shears_small.jpg,grapes_small.jpg,grapes_small.jpg,grapes_big.jpg,19,test19,test,45,[],24,Yes,N/A,3,1,The price was fine.,Male,English,N/A,Chrome,Mac,900,1440,19.4816,
730,List2,broccoli_big.jpg,no_contrast,Click on the small backpack,.loc3,.loc1,.loc2,.loc4,small,modifier,backpack,bad,"['loc3', 'loc3', 'loc4']","[1449, 2594, 4504]",shovel_small.jpg,dress_big.jpg,dress_big.jpg,backpack_small.jpg,26,test26,test,46,[],24,Yes,N/A,3,1,The price was fine.,Male,English,N/A,Chrome,Mac,900,1440,19.4816,
730,List2,babywalker_blue.jpg,semantic_control,Click on the train,.loc4,.loc2,.loc3,.loc1,big,no_modifier,train,bad,"['loc2', 'loc1']","[1474, 2939]",babywalker_yellow.jpg,train_small.jpg,thermometer_small.jpg,train_big.jpg,265,filler145,filler,47,[],24,Yes,N/A,3,1,The price was fine.,Male,English,N/A,Chrome,Mac,900,1440,19.4816,
730,List2,coconut_big.jpg,no_contrast,Click on the toy,.loc4,.loc3,.loc2,.loc1,big,no_modifier,toy,bad,"['loc4', 'loc1']","[1228, 2502]",stingray_small.jpg,toy_small.jpg,camel_small.jpg,toy_big.jpg,106,train66,train,48,[],24,Yes,N/A,3,1,The price was fine.,Male,English,N/A,Chrome,Mac,900,1440,19.4816,
730,List2,cucumber_big.jpg,contrast,Click on the big bat,.loc3,.loc4,.loc1,.loc2,big,modifier,bat,bad,"['loc2', 'loc2', 'loc2']","[1394, 2391, 3199]",sewingmachine_big.jpg,paintcan_small.jpg,bat_small.jpg,bat_big.jpg,69,train29,train,49,[],24,Yes,N/A,3,1,The price was fine.,Male,English,N/A,Chrome,Mac,900,1440,19.4816,
730,List2,convertible_closed.jpg,semantic_control,Click on the champagne,.loc3,.loc2,.loc1,.loc4,big,no_modifier,champagne,bad,"['loc1', 'loc4']","[1457, 3066]",convertible_open.jpg,champagne_small.jpg,jar_small.jpg,champagne_big.jpg,247,filler127,filler,50,[],24,Yes,N/A,3,1,The price was fine.,Male,English,N/A,Chrome,Mac,900,1440,19.4816,
730,List2,bait_big.jpg,semantic_contrast,Click on the round chocolatecandy,.loc1,.loc4,.loc3,.loc2,round,modifier,chocolatecandy,bad,"['loc2', 'loc2', 'loc2']","[884, 1989, 3110]",kitchenisland_small.jpg,film.jpg,chocolatecandy_square.jpg,chocolatecandy_round.jpg,132,filler12,filler,51,[],24,Yes,N/A,3,1,The price was fine.,Male,English,N/A,Chrome,Mac,900,1440,19.4816,
730,List2,cassette_black.jpg,semantic_control,Click on the garlic,.loc4,.loc1,.loc2,.loc3,small,no_modifier,garlic,bad,"['loc1', 'loc1']","[1301, 2213]",cassette_white.jpg,garlic_big.jpg,tank_big.jpg,garlic_small.jpg,268,filler148,filler,52,[],24,Yes,N/A,3,1,The price was fine.,Male,English,N/A,Chrome,Mac,900,1440,19.4816,
730,List2,filingcabinet_black.jpg,semantic_control,Click on the bananas,.loc1,.loc4,.loc2,.loc3,big,no_modifier,bananas,bad,"['loc3', 'loc3']","[1249, 1882]",filingcabinet_gray.jpg,bananas_small.jpg,nailpolish_small.jpg,bananas_big.jpg,271,filler151,filler,53,[],24,Yes,N/A,3,1,The price was fine.,Male,English,N/A,Chrome,Mac,900,1440,19.4816,
730,List2,iguana_big.jpg,no_contrast,Click on the big ball,.loc3,.loc1,.loc2,.loc4,big,modifier,ball,bad,"['loc4', 'loc4', 'loc4']","[1308, 1932, 3711]",lime_small.jpg,tree_small.jpg,tree_small.jpg,ball_big.jpg,34,test34,test,54,[],24,Yes,N/A,3,1,The price was fine.,Male,English,N/A,Chrome,Mac,900,1440,19.4816,
730,List2,typewriter_old.jpg,semantic_control,Click on the peanut,.loc2,.loc3,.loc1,.loc4,small,no_modifier,peanut,bad,"['loc2', 'loc3']","[2117, 3093]",typewriter_modern.jpg,peanut_big.jpg,birdcage_big.jpg,peanut_small.jpg,292,filler172,filler,55,[],24,Yes,N/A,3,1,The price was fine.,Male,English,N/A,Chrome,Mac,900,1440,19.4816,
730,List2,wallsconce_speckled.jpg,semantic_control,Click on the raspberry,.loc3,.loc1,.loc2,.loc4,small,no_modifier,raspberry,bad,"['loc1', 'loc1']","[1304, 2185]",wallsconce_tassles.jpg,raspberry_big.jpg,measuringtape_big.jpg,raspberry_small.jpg,290,filler170,filler,56,[],24,Yes,N/A,3,1,The price was fine.,Male,English,N/A,Chrome,Mac,900,1440,19.4816,
730,List2,funnel_big.jpg,no_contrast,Click on the small icecream,.loc4,.loc2,.loc3,.loc1,small,modifier,icecream,bad,"['loc2', 'loc2', 'loc1']","[1237, 2414, 3887]",pizza_small.jpg,orange_big.jpg,orange_big.jpg,icecream_small.jpg,28,test28,test,57,[],24,Yes,N/A,3,1,The price was fine.,Male,English,N/A,Chrome,Mac,900,1440,19.4816,
730,List2,slide_big.jpg,contrast,Click on the big seahorse,.loc2,.loc3,.loc4,.loc1,big,modifier,seahorse,bad,"['loc1', 'loc2', 'loc1']","[1604, 3926, 5211]",pingpong_small.jpg,almond_small.jpg,seahorse_small.jpg,seahorse_big.jpg,77,train37,train,58,[],24,Yes,N/A,3,1,The price was fine.,Male,English,N/A,Chrome,Mac,900,1440,19.4816,
730,List2,greenbean_big.jpg,no_contrast,Click on the flashlight,.loc2,.loc1,.loc3,.loc4,small,no_modifier,flashlight,bad,"['loc1', 'loc1']","[1257, 2097]",hourglass_small.jpg,flashlight_big.jpg,door_big.jpg,flashlight_small.jpg,89,train49,train,59,[],24,Yes,N/A,3,1,The price was fine.,Male,English,N/A,Chrome,Mac,900,1440,19.4816,
730,List2,lawnmower_big.jpg,semantic_contrast,Click on the glass bottle,.loc3,.loc1,.loc4,.loc2,glass,modifier,bottle,bad,"['loc1', 'loc2', 'loc2']","[2308, 3917, 4606]",paintroller_small.jpg,gardeningpail.jpg,bottle_plastic.jpg,bottle_glass.jpg,150,filler30,filler,60,[],24,Yes,N/A,3,1,The price was fine.,Male,English,N/A,Chrome,Mac,900,1440,19.4816,
730,List2,pot_brass.jpg,semantic_control,Click on the glove,.loc1,.loc3,.loc4,.loc2,small,no_modifier,glove,bad,"['loc4', 'loc3']","[1461, 3198]",pot_ceramic.jpg,glove_big.jpg,handcuffs_big.jpg,glove_small.jpg,280,filler160,filler,61,[],24,Yes,N/A,3,1,The price was fine.,Male,English,N/A,Chrome,Mac,900,1440,19.4816,
730,List2,gun_big.jpg,contrast,Click on the big lifevest,.loc4,.loc1,.loc3,.loc2,big,modifier,lifevest,bad,"['loc2', 'loc2', 'loc2']","[1501, 2375, 3143]",toolbox_small.jpg,hotairballoon_small.jpg,lifevest_small.jpg,lifevest_big.jpg,43,train3,train,62,[],24,Yes,N/A,3,1,The price was fine.,Male,English,N/A,Chrome,Mac,900,1440,19.4816,
730,List2,celery_big.jpg,semantic_contrast,Click on the electric kettle,.loc4,.loc1,.loc2,.loc3,electric,modifier,kettle,bad,"['loc1', 'loc3', 'loc3']","[1409, 3206, 3895]",loofa_small.jpg,frenchtoast.jpg,kettle_stovetop.jpg,kettle_electric.jpg,139,filler19,filler,63,[],24,Yes,N/A,3,1,The price was fine.,Male,English,N/A,Chrome,Mac,900,1440,19.4816,
730,List2,anchor_big.jpg,contrast_control,Click on the bill,.loc4,.loc1,.loc3,.loc2,big,no_modifier,bill,bad,"['loc2', 'loc2']","[1715, 2571]",anchor_small.jpg,bill_small.jpg,babycup_small.jpg,bill_big.jpg,213,filler93,filler,64,[],24,Yes,N/A,3,1,The price was fine.,Male,English,N/A,Chrome,Mac,900,1440,19.4816,
730,List2,skateboard_stripes.jpg,semantic_control,Click on the parrot,.loc3,.loc4,.loc2,.loc1,small,no_modifier,parrot,bad,"['loc4', 'loc4']","[1658, 2166]",skateboard_checkers.jpg,parrot_big.jpg,babybottle_big.jpg,parrot_small.jpg,294,filler174,filler,65,[],24,Yes,N/A,3,1,The price was fine.,Male,English,N/A,Chrome,Mac,900,1440,19.4816,
730,List2,toyfarm_big.jpg,no_contrast,Click on the big ribbon,.loc4,.loc2,.loc3,.loc1,big,modifier,ribbon,bad,"['loc4', 'loc4', 'loc1']","[1242, 2169, 3436]",tissues_small.jpg,bell_small.jpg,bell_small.jpg,ribbon_big.jpg,40,test40,test,66,[],24,Yes,N/A,3,1,The price was fine.,Male,English,N/A,Chrome,Mac,900,1440,19.4816,
730,List2,saltpepper_big.jpg,semantic_contrast,Click on the red pin,.loc1,.loc3,.loc4,.loc2,red,modifier,pin,bad,"['loc1', 'loc2', 'loc2']","[1091, 2332, 2957]",pitabread_small.jpg,orca.jpg,pin_yellow.jpg,pin_red.jpg,153,filler33,filler,67,[],24,Yes,N/A,3,1,The price was fine.,Male,English,N/A,Chrome,Mac,900,1440,19.4816,
730,List2,tractor_big.jpg,contrast_control,Click on the beermug,.loc4,.loc2,.loc3,.loc1,big,no_modifier,beermug,bad,"['loc1', 'loc1']","[1352, 2062]",tractor_small.jpg,beermug_small.jpg,conch_small.jpg,beermug_big.jpg,227,filler107,filler,68,[],24,Yes,N/A,3,1,The price was fine.,Male,English,N/A,Chrome,Mac,900,1440,19.4816,
730,List2,redrose_big.jpg,contrast_control,Click on the pillow,.loc2,.loc1,.loc4,.loc3,small,no_modifier,pillow,bad,"['loc1', 'loc1']","[1193, 1827]",redrose_small.jpg,pillow_big.jpg,oars_big.jpg,pillow_small.jpg,204,filler84,filler,69,[],24,Yes,N/A,3,1,The price was fine.,Male,English,N/A,Chrome,Mac,900,1440,19.4816,
730,List2,sandwich_big.jpg,contrast,Click on the small camel,.loc3,.loc2,.loc1,.loc4,small,modifier,camel,bad,"['loc1', 'loc1', 'loc4']","[1336, 2644, 3774]",castle_small.jpg,lacrosse_big.jpg,camel_big.jpg,camel_small.jpg,66,train26,train,70,[],24,Yes,N/A,3,1,The price was fine.,Male,English,N/A,Chrome,Mac,900,1440,19.4816,
730,List2,pretzel_knot.jpg,semantic_control,Click on the waffle,.loc3,.loc4,.loc1,.loc2,small,no_modifier,waffle,bad,"['loc4', 'loc4']","[1401, 1965]",pretzel_sticks.jpg,waffle_big.jpg,exerciseball_big.jpg,waffle_small.jpg,282,filler162,filler,71,[],24,Yes,N/A,3,1,The price was fine.,Male,English,N/A,Chrome,Mac,900,1440,19.4816,
