workerid,proliferate.condition,big_filler,cond,instruction,loc_big_filler,loc_contrast,loc_small_filler,loc_target_pic,modifier,modifier_use,noun,pragContext,response,response_times,small_filler,target_contrast_bad,target_contrast_good,target_pic,trial,trialID,trialType,trial_number,catch_trials,subject_information.age,subject_information.asses,subject_information.comments,subject_information.education,subject_information.enjoyment,subject_information.fairprice,subject_information.gender,subject_information.language,subject_information.problems,system.Browser,system.OS,system.screenH,system.screenW,time_in_minutes,error
470,List2,ostrich_big.jpg,no_contrast,Click on the buffalo,.loc4,.loc2,.loc3,.loc1,big,no_modifier,buffalo,good,"['loc4', 'loc1']","[2991, 3999]",potato_small.jpg,buffalo_small.jpg,mask_small.jpg,buffalo_big.jpg,82,train42,train,13,[],34,Yes,No comment.,2,2,5.00,Female,English,No problems.,Firefox,Windows,768,1366,30.312683333333332,
470,List2,pearls_big.jpg,contrast_control,Click on the trophy,.loc3,.loc1,.loc2,.loc4,small,no_modifier,trophy,good,"['loc1', 'loc4']","[1919, 3600]",pearls_small.jpg,trophy_big.jpg,toyfarm_big.jpg,trophy_small.jpg,190,filler70,filler,14,[],34,Yes,No comment.,2,2,5.00,Female,English,No problems.,Firefox,Windows,768,1366,30.312683333333332,
470,List2,floppy_big.jpg,contrast_control,Click on the mug,.loc3,.loc2,.loc1,.loc4,big,no_modifier,mug,good,"['loc1', 'loc4']","[2248, 3296]",floppy_small.jpg,mug_small.jpg,compass_small.jpg,mug_big.jpg,193,filler73,filler,15,[],34,Yes,No comment.,2,2,5.00,Female,English,No problems.,Firefox,Windows,768,1366,30.312683333333332,
470,List2,fireextinguisher_big.jpg,contrast_control,Click on the fountain,.loc3,.loc1,.loc4,.loc2,small,no_modifier,fountain,good,"['loc1', 'loc2']","[3240, 4392]",fireextinguisher_small.jpg,fountain_big.jpg,eiffeltower_big.jpg,fountain_small.jpg,234,filler114,filler,16,[],34,Yes,No comment.,2,2,5.00,Female,English,No problems.,Firefox,Windows,768,1366,30.312683333333332,
470,List2,funnel_big.jpg,no_contrast,Click on the small icecream,.loc3,.loc2,.loc1,.loc4,small,modifier,icecream,good,"['loc2', 'loc1', 'loc4']","[4633, 10873, 12359]",pizza_small.jpg,orange_big.jpg,orange_big.jpg,icecream_small.jpg,28,test28,test,17,[],34,Yes,No comment.,2,2,5.00,Female,English,No problems.,Firefox,Windows,768,1366,30.312683333333332,
470,List2,spraybottle_orange.jpg,semantic_control,Click on the kazoo,.loc4,.loc3,.loc1,.loc2,small,no_modifier,kazoo,good,"['loc4', 'loc2']","[4921, 6112]",spraybottle_blue.jpg,kazoo_big.jpg,babyswing_big.jpg,kazoo_small.jpg,252,filler132,filler,18,[],34,Yes,No comment.,2,2,5.00,Female,English,No problems.,Firefox,Windows,768,1366,30.312683333333332,
470,List2,measuringtape_black.jpg,semantic_control,Click on the lighthouse,.loc1,.loc3,.loc4,.loc2,small,no_modifier,lighthouse,good,"['loc4', 'loc2']","[3591, 4503]",measuringtape_orange.jpg,lighthouse_big.jpg,batteries_big.jpg,lighthouse_small.jpg,254,filler134,filler,19,[],34,Yes,No comment.,2,2,5.00,Female,English,No problems.,Firefox,Windows,768,1366,30.312683333333332,
470,List2,babyswing_big.jpg,semantic_contrast,Click on the green bellpeppers,.loc2,.loc1,.loc3,.loc4,green,modifier,bellpeppers,good,"['loc2', 'loc4', 'loc4']","[9335, 10296, 10704]",redkettle_small.jpg,dogbones.jpg,bellpeppers_red.jpg,bellpeppers_green.jpg,131,filler11,filler,20,[],34,Yes,No comment.,2,2,5.00,Female,English,No problems.,Firefox,Windows,768,1366,30.312683333333332,
470,List2,crown_big.jpg,contrast,Click on the small mask,.loc1,.loc3,.loc2,.loc4,small,modifier,mask,good,"['loc1', 'loc4', 'loc4']","[8383, 9600, 9807]",brain_small.jpg,holepunch_big.jpg,mask_big.jpg,mask_small.jpg,42,train2,train,21,[],34,Yes,No comment.,2,2,5.00,Female,English,No problems.,Firefox,Windows,768,1366,30.312683333333332,
470,List2,hippo_big.jpg,contrast,Click on the big house,.loc4,.loc1,.loc2,.loc3,big,modifier,house,good,"['loc4', 'loc3', 'loc3']","[5776, 7096, 7552]",candle_small.jpg,antelope_small.jpg,house_small.jpg,house_big.jpg,57,train17,train,22,[],34,Yes,No comment.,2,2,5.00,Female,English,No problems.,Firefox,Windows,768,1366,30.312683333333332,
470,List2,veggieplatter_big.jpg,no_contrast,Click on the small cat,.loc3,.loc2,.loc4,.loc1,small,modifier,cat,good,"['loc1', 'loc4', 'loc1']","[6455, 8415, 9888]",recliner_small.jpg,turtle_big.jpg,turtle_big.jpg,cat_small.jpg,32,test32,test,23,[],34,Yes,No comment.,2,2,5.00,Female,English,No problems.,Firefox,Windows,768,1366,30.312683333333332,
470,List2,accordion_big.jpg,contrast_control,Click on the lizard,.loc3,.loc1,.loc2,.loc4,big,no_modifier,lizard,good,"['loc4', 'loc4']","[5663, 6503]",accordion_small.jpg,lizard_small.jpg,chowchow_small.jpg,lizard_big.jpg,225,filler105,filler,24,[],34,Yes,No comment.,2,2,5.00,Female,English,No problems.,Firefox,Windows,768,1366,30.312683333333332,
470,List2,duster_pink.jpg,semantic_control,Click on the gumballmachine,.loc1,.loc4,.loc2,.loc3,big,no_modifier,gumballmachine,good,"['loc2', 'loc3']","[10911, 12383]",duster_turquoise.jpg,gumballmachine_small.jpg,paintroller_small.jpg,gumballmachine_big.jpg,267,filler147,filler,25,[],34,Yes,No comment.,2,2,5.00,Female,English,No problems.,Firefox,Windows,768,1366,30.312683333333332,
470,List2,bone_big.jpg,contrast,Click on the small pencil,.loc2,.loc4,.loc1,.loc3,small,modifier,pencil,good,"['loc2', 'loc3', 'loc3']","[6032, 7376, 7968]",screwdriver_small.jpg,pencil_big.jpg,pencil_big.jpg,pencil_small.jpg,3,test3,test,26,[],34,Yes,No comment.,2,2,5.00,Female,English,No problems.,Firefox,Windows,768,1366,30.312683333333332,
470,List2,seal_red.jpg,semantic_control,Click on the motorcycle,.loc1,.loc4,.loc2,.loc3,small,no_modifier,motorcycle,good,"['loc4', 'loc3']","[10840, 11968]",seal_green.jpg,motorcycle_big.jpg,fortunecookie_big.jpg,motorcycle_small.jpg,264,filler144,filler,27,[],34,Yes,No comment.,2,2,5.00,Female,English,No problems.,Firefox,Windows,768,1366,30.312683333333332,
470,List2,scooter_big.jpg,semantic_contrast,Click on the pink cooler,.loc1,.loc2,.loc4,.loc3,pink,modifier,cooler,good,"['loc2', 'loc3', 'loc3']","[5088, 6031, 6248]",pepperoni_small.jpg,rainboots.jpg,cooler_blue.jpg,cooler_pink.jpg,154,filler34,filler,28,[],34,Yes,No comment.,2,2,5.00,Female,English,No problems.,Firefox,Windows,768,1366,30.312683333333332,
470,List2,cheeseplate_big.jpg,semantic_contrast,Click on the yellow plate,.loc3,.loc2,.loc1,.loc4,yellow,modifier,plate,good,"['loc1', 'loc4', 'loc4']","[1608, 2456, 2672]",kooshball_small.jpg,legoblocks.jpg,plate_blue.jpg,plate_yellow.jpg,179,filler59,filler,29,[],34,Yes,No comment.,2,2,5.00,Female,English,No problems.,Firefox,Windows,768,1366,30.312683333333332,
470,List2,panda_big.jpg,contrast,Click on the big paperbag,.loc3,.loc4,.loc1,.loc2,big,modifier,paperbag,good,"['loc1', 'loc2', 'loc2']","[1744, 2759, 2959]",gong_small.jpg,pencilsharpener_small.jpg,paperbag_small.jpg,paperbag_big.jpg,41,train1,train,30,[],34,Yes,No comment.,2,2,5.00,Female,English,No problems.,Firefox,Windows,768,1366,30.312683333333332,
470,List2,bathtub_big.jpg,contrast,Click on the big mushroom,.loc4,.loc3,.loc1,.loc2,big,modifier,mushroom,good,"['loc1', 'loc2', 'loc2']","[1080, 1816, 2017]",sushi_small.jpg,teeth_small.jpg,mushroom_small.jpg,mushroom_big.jpg,65,train25,train,31,[],34,Yes,No comment.,2,2,5.00,Female,English,No problems.,Firefox,Windows,768,1366,30.312683333333332,
470,List2,goose_big.jpg,no_contrast,Click on the paintbrush,.loc2,.loc3,.loc1,.loc4,big,no_modifier,paintbrush,good,"['loc2', 'loc4']","[1304, 2328]",parrot_small.jpg,paintbrush_small.jpg,boat_small.jpg,paintbrush_big.jpg,114,train74,train,32,[],34,Yes,No comment.,2,2,5.00,Female,English,No problems.,Firefox,Windows,768,1366,30.312683333333332,
470,List2,gumballmachine_big.jpg,no_contrast,Click on the discoball,.loc2,.loc1,.loc4,.loc3,small,no_modifier,discoball,good,"['loc4', 'loc3']","[1064, 2344]",chowchow_small.jpg,discoball_big.jpg,beetle_big.jpg,discoball_small.jpg,87,train47,train,33,[],34,Yes,No comment.,2,2,5.00,Female,English,No problems.,Firefox,Windows,768,1366,30.312683333333332,
470,List2,oars_big.jpg,no_contrast,Click on the sardines,.loc3,.loc1,.loc2,.loc4,big,no_modifier,sardines,good,"['loc3', 'loc2']","[2695, 4184]",couch_small.jpg,sardines_small.jpg,football_small.jpg,sardines_big.jpg,120,train80,train,34,[],34,Yes,No comment.,2,2,5.00,Female,English,No problems.,Firefox,Windows,768,1366,30.312683333333332,
470,List2,stroller_big.jpg,contrast,Click on the small drum,.loc4,.loc1,.loc2,.loc3,small,modifier,drum,good,"['loc2', 'loc3', 'loc3']","[4744, 6304, 6864]",doll_small.jpg,floppydiscs_big.jpg,drum_big.jpg,drum_small.jpg,52,train12,train,35,[],34,Yes,No comment.,2,2,5.00,Female,English,No problems.,Firefox,Windows,768,1366,30.312683333333332,
470,List2,jetski_big.jpg,contrast_control,Click on the sneaker,.loc2,.loc4,.loc3,.loc1,small,no_modifier,sneaker,good,"['loc4', 'loc1']","[2704, 3544]",jetski_small.jpg,sneaker_big.jpg,orangephone_big.jpg,sneaker_small.jpg,198,filler78,filler,36,[],34,Yes,No comment.,2,2,5.00,Female,English,No problems.,Firefox,Windows,768,1366,30.312683333333332,
470,List2,glasses_tortoise.jpg,semantic_control,Click on the couch,.loc4,.loc1,.loc2,.loc3,small,no_modifier,couch,good,"['loc3', 'loc3']","[2783, 3695]",glasses_blue.jpg,couch_big.jpg,cheeseplate_big.jpg,couch_small.jpg,300,filler180,filler,37,[],34,Yes,No comment.,2,2,5.00,Female,English,No problems.,Firefox,Windows,768,1366,30.312683333333332,
470,List2,skateboard_stripes.jpg,semantic_control,Click on the parrot,.loc4,.loc2,.loc1,.loc3,small,no_modifier,parrot,good,"['loc3', 'loc3']","[3728, 4328]",skateboard_checkers.jpg,parrot_big.jpg,babybottle_big.jpg,parrot_small.jpg,294,filler174,filler,38,[],34,Yes,No comment.,2,2,5.00,Female,English,No problems.,Firefox,Windows,768,1366,30.312683333333332,
470,List2,postits_big.jpg,semantic_contrast,Click on the plastic fork,.loc1,.loc3,.loc4,.loc2,plastic,modifier,fork,good,"['loc4', 'loc2', 'loc2']","[4487, 5896, 6359]",rockclimbingshoe_small.jpg,salami.jpg,fork_silver.jpg,fork_plastic.jpg,165,filler45,filler,39,[],34,Yes,No comment.,2,2,5.00,Female,English,No problems.,Firefox,Windows,768,1366,30.312683333333332,
470,List2,sandwich_big.jpg,contrast,Click on the small camel,.loc4,.loc1,.loc3,.loc2,small,modifier,camel,good,"['loc4', 'loc2', 'loc2']","[4032, 6199, 8167]",castle_small.jpg,lacrosse_big.jpg,camel_big.jpg,camel_small.jpg,66,train26,train,40,[],34,Yes,No comment.,2,2,5.00,Female,English,No problems.,Firefox,Windows,768,1366,30.312683333333332,
470,List2,clock_cuckoo.jpg,semantic_control,Click on the sheep,.loc2,.loc1,.loc4,.loc3,small,no_modifier,sheep,good,"['loc1', 'loc3']","[5680, 6560]",clock_grandfather.jpg,sheep_big.jpg,payphone_big.jpg,sheep_small.jpg,288,filler168,filler,41,[],34,Yes,No comment.,2,2,5.00,Female,English,No problems.,Firefox,Windows,768,1366,30.312683333333332,
470,List2,ostrich_big.jpg,contrast_control,Click on the sponge,.loc3,.loc4,.loc1,.loc2,big,no_modifier,sponge,good,"['loc2', 'loc2']","[3647, 4335]",ostrich_small.jpg,sponge_small.jpg,shears_small.jpg,sponge_big.jpg,199,filler79,filler,42,[],34,Yes,No comment.,2,2,5.00,Female,English,No problems.,Firefox,Windows,768,1366,30.312683333333332,
470,List2,saltpepper_big.jpg,semantic_contrast,Click on the red pin,.loc4,.loc1,.loc3,.loc2,red,modifier,pin,good,"['loc1', 'loc2', 'loc2']","[8048, 8944, 9328]",pitabread_small.jpg,orca.jpg,pin_yellow.jpg,pin_red.jpg,153,filler33,filler,43,[],34,Yes,No comment.,2,2,5.00,Female,English,No problems.,Firefox,Windows,768,1366,30.312683333333332,
470,List2,hawaiianshirt_red.jpg,semantic_control,Click on the scrunchie,.loc1,.loc4,.loc2,.loc3,small,no_modifier,scrunchie,good,"['loc2', 'loc3']","[3375, 4392]",hawaiianshirt_blue.jpg,scrunchie_big.jpg,celery_big.jpg,scrunchie_small.jpg,260,filler140,filler,44,[],34,Yes,No comment.,2,2,5.00,Female,English,No problems.,Firefox,Windows,768,1366,30.312683333333332,
470,List2,woodperson_big.jpg,semantic_contrast,Click on the nuts chocolatebar,.loc1,.loc2,.loc4,.loc3,nuts,modifier,chocolatebar,good,"['loc4', 'loc3', 'loc3']","[6911, 8271, 8976]",joystick_small.jpg,constructionhelmet.jpg,chocolatebar_nonuts.jpg,chocolatebar_nuts.jpg,129,filler9,filler,45,[],34,Yes,No comment.,2,2,5.00,Female,English,No problems.,Firefox,Windows,768,1366,30.312683333333332,
470,List2,cucumber_big.jpg,contrast,Click on the big bat,.loc4,.loc3,.loc2,.loc1,big,modifier,bat,good,"['loc1', 'loc1', 'loc1']","[2575, 3168, 4799]",sewingmachine_big.jpg,paintcan_small.jpg,bat_small.jpg,bat_big.jpg,69,train29,train,46,[],34,Yes,No comment.,2,2,5.00,Female,English,No problems.,Firefox,Windows,768,1366,30.312683333333332,
470,List2,tank_big.jpg,semantic_contrast,Click on the open book,.loc3,.loc4,.loc2,.loc1,open,modifier,book,good,"['loc1', 'loc1', 'loc1']","[7352, 7872, 8568]",thermometer_small.jpg,groundhog.jpg,book_closed.jpg,book_open.jpg,145,filler25,filler,47,[],34,Yes,No comment.,2,2,5.00,Female,English,No problems.,Firefox,Windows,768,1366,30.312683333333332,
470,List2,tweezers_big.jpg,semantic_contrast,Click on the green mixer,.loc3,.loc1,.loc2,.loc4,green,modifier,mixer,good,"['loc3', 'loc4', 'loc4']","[4304, 5552, 5976]",skirt_small.jpg,spiderweb.jpg,mixer_red.jpg,mixer_green.jpg,172,filler52,filler,48,[],34,Yes,No comment.,2,2,5.00,Female,English,No problems.,Firefox,Windows,768,1366,30.312683333333332,
470,List2,asparagus_big.jpg,no_contrast,Click on the triangle,.loc3,.loc4,.loc2,.loc1,small,no_modifier,triangle,good,"['loc4', 'loc1']","[3391, 4608]",leash_small.jpg,triangle_big.jpg,yarn_big.jpg,triangle_small.jpg,107,train67,train,49,[],34,Yes,No comment.,2,2,5.00,Female,English,No problems.,Firefox,Windows,768,1366,30.312683333333332,
470,List2,coconut_big.jpg,contrast_control,Click on the piano,.loc4,.loc1,.loc2,.loc3,big,no_modifier,piano,good,"['loc2', 'loc3']","[1864, 2848]",coconut_small.jpg,piano_small.jpg,paperclips_small.jpg,piano_big.jpg,187,filler67,filler,50,[],34,Yes,No comment.,2,2,5.00,Female,English,No problems.,Firefox,Windows,768,1366,30.312683333333332,
470,List2,rollerblades_big.jpg,contrast_control,Click on the doll,.loc4,.loc1,.loc3,.loc2,small,no_modifier,doll,good,"['loc1', 'loc2']","[3311, 4255]",rollerblades_small.jpg,doll_big.jpg,ring_big.jpg,doll_small.jpg,232,filler112,filler,51,[],34,Yes,No comment.,2,2,5.00,Female,English,No problems.,Firefox,Windows,768,1366,30.312683333333332,
470,List2,handcuffs_big.jpg,semantic_contrast,Click on the whole lemon,.loc4,.loc3,.loc2,.loc1,whole,modifier,lemon,good,"['loc4', 'loc1', 'loc1']","[2816, 3857, 4256]",shelf_small.jpg,skydive.jpg,lemon_half.jpg,lemon_whole.jpg,170,filler50,filler,52,[],34,Yes,No comment.,2,2,5.00,Female,English,No problems.,Firefox,Windows,768,1366,30.312683333333332,
470,List2,neckpillow_pink.jpg,semantic_control,Click on the bowlingball,.loc3,.loc2,.loc1,.loc4,small,no_modifier,bowlingball,good,"['loc4', 'loc4']","[1633, 2552]",neckpillow_purple.jpg,bowlingball_big.jpg,helicopter_big.jpg,bowlingball_small.jpg,266,filler146,filler,53,[],34,Yes,No comment.,2,2,5.00,Female,English,No problems.,Firefox,Windows,768,1366,30.312683333333332,
470,List2,toydrill_big.jpg,semantic_contrast,Click on the strawberry icecream,.loc4,.loc1,.loc2,.loc3,strawberry,modifier,icecream,good,"['loc2', 'loc3', 'loc3']","[1320, 2440, 2784]",headlights_small.jpg,seagull.jpg,icecream_vanilla.jpg,icecream_strawberry.jpg,122,filler2,filler,54,[],34,Yes,No comment.,2,2,5.00,Female,English,No problems.,Firefox,Windows,768,1366,30.312683333333332,
470,List2,window_big.jpg,no_contrast,Click on the saxophone,.loc4,.loc2,.loc3,.loc1,small,no_modifier,saxophone,good,"['loc2', 'loc2']","[5775, 6318]",pearls_small.jpg,saxophone_big.jpg,alarmclock_big.jpg,saxophone_small.jpg,101,train61,train,55,[],34,Yes,No comment.,2,2,5.00,Female,English,No problems.,Firefox,Windows,768,1366,30.312683333333332,
470,List2,toyfarm_big.jpg,no_contrast,Click on the big ribbon,.loc2,.loc3,.loc1,.loc4,big,modifier,ribbon,good,"['loc3', 'loc4', 'loc4']","[8272, 12545, 13817]",tissues_small.jpg,bell_small.jpg,bell_small.jpg,ribbon_big.jpg,40,test40,test,56,[],34,Yes,No comment.,2,2,5.00,Female,English,No problems.,Firefox,Windows,768,1366,30.312683333333332,
470,List2,hourglass_big.jpg,contrast_control,Click on the bucket,.loc4,.loc2,.loc3,.loc1,small,no_modifier,bucket,good,"['loc2', 'loc1']","[4734, 5993]",hourglass_small.jpg,bucket_big.jpg,ladybug_big.jpg,bucket_small.jpg,196,filler76,filler,57,[],34,Yes,No comment.,2,2,5.00,Female,English,No problems.,Firefox,Windows,768,1366,30.312683333333332,
470,List2,brochette_big.jpg,contrast,Click on the small necklace,.loc3,.loc1,.loc2,.loc4,small,modifier,necklace,good,"['loc2', 'loc4', 'loc4']","[5189, 6894, 8405]",kazoo_small.jpg,matzah_big.jpg,necklace_big.jpg,necklace_small.jpg,72,train32,train,58,[],34,Yes,No comment.,2,2,5.00,Female,English,No problems.,Firefox,Windows,768,1366,30.312683333333332,
470,List2,chick_big.jpg,no_contrast,Click on the bowlingpin,.loc4,.loc1,.loc3,.loc2,big,no_modifier,bowlingpin,good,"['loc4', 'loc2']","[3351, 4351]",raspberry_small.jpg,bowlingpin_small.jpg,eagle_small.jpg,bowlingpin_big.jpg,110,train70,train,59,[],34,Yes,No comment.,2,2,5.00,Female,English,No problems.,Firefox,Windows,768,1366,30.312683333333332,
470,List2,grenade_big.jpg,semantic_contrast,Click on the wrapped candy,.loc2,.loc3,.loc1,.loc4,wrapped,modifier,candy,good,"['loc2', 'loc4', 'loc4']","[1216, 2688, 3168]",sandal_small.jpg,seal.jpg,candy_unwrapped.jpg,candy_wrapped.jpg,167,filler47,filler,60,[],34,Yes,No comment.,2,2,5.00,Female,English,No problems.,Firefox,Windows,768,1366,30.312683333333332,
470,List2,legoman_cult.jpg,semantic_control,Click on the horse,.loc2,.loc4,.loc1,.loc3,small,no_modifier,horse,good,"['loc3', 'loc3']","[4239, 4879]",legoman_sailor.jpg,horse_big.jpg,bobcat_big.jpg,horse_small.jpg,250,filler130,filler,61,[],34,Yes,No comment.,2,2,5.00,Female,English,No problems.,Firefox,Windows,768,1366,30.312683333333332,
470,List2,garlicpress_blue.jpg,semantic_control,Click on the sock,.loc2,.loc3,.loc1,.loc4,big,no_modifier,sock,good,"['loc3', 'loc4']","[3823, 4935]",garlicpress_red.jpg,sock_small.jpg,redbean_small.jpg,sock_big.jpg,279,filler159,filler,62,[],34,Yes,No comment.,2,2,5.00,Female,English,No problems.,Firefox,Windows,768,1366,30.312683333333332,
470,List2,lawnmower_big.jpg,semantic_contrast,Click on the glass bottle,.loc3,.loc4,.loc1,.loc2,glass,modifier,bottle,good,"['loc1', 'loc2', 'loc2']","[8879, 10567, 11007]",paintroller_small.jpg,gardeningpail.jpg,bottle_plastic.jpg,bottle_glass.jpg,150,filler30,filler,63,[],34,Yes,No comment.,2,2,5.00,Female,English,No problems.,Firefox,Windows,768,1366,30.312683333333332,
470,List2,pretzel_knot.jpg,semantic_control,Click on the waffle,.loc3,.loc2,.loc4,.loc1,small,no_modifier,waffle,good,"['loc2', 'loc1']","[2737, 3816]",pretzel_sticks.jpg,waffle_big.jpg,exerciseball_big.jpg,waffle_small.jpg,282,filler162,filler,64,[],34,Yes,No comment.,2,2,5.00,Female,English,No problems.,Firefox,Windows,768,1366,30.312683333333332,
470,List2,exercisebike_big.jpg,semantic_contrast,Click on the hand mirror,.loc3,.loc2,.loc1,.loc4,hand,modifier,mirror,good,"['loc2', 'loc4', 'loc4']","[4247, 5455, 5791]",mango_small.jpg,goldfish.jpg,mirror_standing.jpg,mirror_hand.jpg,142,filler22,filler,65,[],34,Yes,No comment.,2,2,5.00,Female,English,No problems.,Firefox,Windows,768,1366,30.312683333333332,
470,List2,gardeningpail_big.jpg,contrast_control,Click on the microwave,.loc4,.loc1,.loc3,.loc2,big,no_modifier,microwave,good,"['loc2', 'loc2']","[2095, 2630]",gardeningpail_small.jpg,microwave_small.jpg,wavevase_small.jpg,microwave_big.jpg,195,filler75,filler,66,[],34,Yes,No comment.,2,2,5.00,Female,English,No problems.,Firefox,Windows,768,1366,30.312683333333332,
470,List2,beaver_big.jpg,contrast_control,Click on the suitcase,.loc3,.loc2,.loc1,.loc4,big,no_modifier,suitcase,good,"['loc4', 'loc4']","[2553, 3112]",beaver_small.jpg,suitcase_small.jpg,candyapple_small.jpg,suitcase_big.jpg,211,filler91,filler,67,[],34,Yes,No comment.,2,2,5.00,Female,English,No problems.,Firefox,Windows,768,1366,30.312683333333332,
470,List2,dress_roses.jpg,semantic_control,Click on the asparagus,.loc2,.loc3,.loc1,.loc4,big,no_modifier,asparagus,good,"['loc4', 'loc4']","[3287, 3792]",dress_flowers.jpg,asparagus_small.jpg,thimble_small.jpg,asparagus_big.jpg,287,filler167,filler,68,[],34,Yes,No comment.,2,2,5.00,Female,English,No problems.,Firefox,Windows,768,1366,30.312683333333332,
470,List2,carkeys_big.jpg,semantic_contrast,Click on the coffee cup,.loc3,.loc1,.loc4,.loc2,coffee,modifier,cup,good,"['loc1', 'loc2', 'loc2']","[5431, 6447, 6839]",oven_small.jpg,icecubetray.jpg,cup_plastic.jpg,cup_coffee.jpg,149,filler29,filler,69,[],34,Yes,No comment.,2,2,5.00,Female,English,No problems.,Firefox,Windows,768,1366,30.312683333333332,
470,List2,bobcat_big.jpg,semantic_contrast,Click on the one dollarbills,.loc1,.loc3,.loc2,.loc4,one,modifier,dollarbills,good,"['loc1', 'loc4', 'loc4']","[3832, 4991, 5296]",juicer_small.jpg,daisies.jpg,dollarbills_five.jpg,dollarbills_one.jpg,130,filler10,filler,70,[],34,Yes,No comment.,2,2,5.00,Female,English,No problems.,Firefox,Windows,768,1366,30.312683333333332,
