WorkerId,Answer.wrongShape,Input.List,SceneID,Input.Condition,Input.Referent,Input.Noun,Input.Adj,Input.Target,Input.Competitor,Input.Distractor,Input.Contrast,Answer.freeGenCrit,ReferentImage,turnOrder,sceneConfigs
4ycec7dxyh,0,TlessC2,11,NoContrast,4,cirlce,flat,bumpy_greencircle2.jpg,bumpy_yellowtriangle1.jpg,full_cube8.jpg,%23tall_bluespiral7.jpg,blue spiral,%23tall_bluespiral7.jpg,36,CBAD
4ycec7dxyh,0,TlessC2,12,Contrast,1,circle,closed,open_greencircle2.jpg,open_bluesquare1.jpg,bumpy_redline.jpg,open_yellowcircle5.jpg,green circle,open_greencircle2.jpg,34,DABC
4ycec7dxyh,0,TlessC2,13,NoContrast,2,line,straight,curved_blueline2.jpg,curved_greenarrow1.jpg,spotted_yellowcircle4.jpg,red_cloud.jpg,green arrow,curved_greenarrow1.jpg,31,ACBD
4ycec7dxyh,0,TlessC2,14,Contrast,3,cube,full,full_yellowcube6.jpg,full_redcylinder7.jpg,diagonal_bluearrow.jpg,full_greencube3.jpg,blue line,diagonal_bluearrow.jpg,6,BADC
4ycec7dxyh,0,TlessC2,15,NoContrast,3,cube,empty,full_bluecube1.jpg,empty_cylinder.jpg,curved_greenline4.jpg,blue_bumpyline.jpg,green line,curved_greenline4.jpg,14,CDAB
4ycec7dxyh,0,TlessC2,16,Contrast,1,triangle,flat,bumpy_yellowtriangle2.jpg,bumpy_bluesquare1.jpg,green_sphere.jpg,bumpy_redtriangle5.jpg,yellow triangle,bumpy_yellowtriangle2.jpg,10,DABC
4ycec7dxyh,0,TlessC2,17,NoContrast,4,circle,closed,open_bluecircle2.jpg,open_yellowtriangle1.jpg,long_redline7.jpg,green_wavyline.jpg,green wave,green_wavyline.jpg,38,DCBA
4ycec7dxyh,0,TlessC2,18,Contrast,1,line,straight,bent_redline2.jpg,bent_greenarrow1.jpg,chereos_yellowoval.jpg,bent_blueline5.jpg,red line,bent_redline2.jpg,25,BACD
4ycec7dxyh,0,TlessC2,19,NoContrast,4,cylinder,full,full_bluecylinder6.jpg,full_greencube7.jpg,%23tall_redspiral4.jpg,%23thick_yellowline1.jpg,yellow line,%23thick_yellowline1.jpg,21,BCDA
4ycec7dxyh,0,TlessC2,20,Contrast,1,cylinder,empty,full_yellowcylinder1.jpg,empty_cube.jpg,yellow_cloud.jpg,full_redcylinder5.jpg,yellow cylinder,full_yellowcylinder1.jpg,24,BCAD
4ycec7dxyh,0,TlessC2,21,NoContrast,1,line,long,long_redline5.jpg,long_greenarrow6.jpg,yellow_sun.jpg,open_bluecircle1.jpg,red arrow,long_redline5.jpg,18,BDCA
4ycec7dxyh,0,TlessC2,22,Contrast,1,line,short,long_blueline3.jpg,long_redarrow2.jpg,yellow_star.jpg,long_greenline5.jpg,blue line,long_blueline3.jpg,37,BADC
4ycec7dxyh,0,TlessC2,23,NoContrast,2,square,big,big_redsquare5.jpg,big_yellowtriangle6.jpg,green_wavyline.jpg,curved_blueline4.jpg,yellow triangle,big_yellowtriangle6.jpg,26,ACBD
4ycec7dxyh,0,TlessC2,24,Contrast,4,triangle,small,big_yellowtriangle3.jpg,big_redsquare2.jpg,green_wavyline.jpg,big_bluetriangle5.jpg,blue triangle,big_bluetriangle5.jpg,3,CDAB
4ycec7dxyh,0,TlessC2,25,NoContrast,2,oval,wide,wide_greenoval5.jpg,wide_yellowrectangle6.jpg,open_bluesquare7.jpg,bent_redline4.jpg,yellow square,wide_yellowrectangle6.jpg,28,DABC
4ycec7dxyh,0,TlessC2,26,Contrast,3,rectangle,narrow,wide_redrectangle3.jpg,wide_yellowoval2.jpg,blue_star.jpg,wide_greenrectangle5.jpg,blue star,blue_star.jpg,40,BCAD
4ycec7dxyh,0,TlessC2,27,NoContrast,2,spiral,tall,%23tall_bluespiral5.jpg,%23tall_greencylinder6.jpg,chereos_yellowoval.jpg,curved_redline4.jpg,green cylindar,%23tall_greencylinder6.jpg,22,DCBA
4ycec7dxyh,0,TlessC2,28,Contrast,2,spiral,short,%23tall_redspiral3.jpg,%23tall_yellowcylinder2.jpg,full_cube8.jpg,%23tall_greenspiral5.jpg,yellow cylindar,%23tall_yellowcylinder2.jpg,30,BDCA
4ycec7dxyh,0,TlessC2,29,NoContrast,3,line,thick,%23thick_yellowline5.jpg,%23thick_greenarrow6.jpg,red_sun.jpg,bumpy_blueshape.jpg,red sun,red_sun.jpg,39,CBDA
4ycec7dxyh,0,TlessC2,30,Contrast,3,line,thin,%23thick_blueline3.jpg,%23thick_redarrow2.jpg,bumpy_greencircle4.jpg,%23thick_yellowline5.jpg,green circle,bumpy_greencircle4.jpg,8,CABD
4ycec7dxyh,0,TlessC2,31,NoContrast,1,line,long,long_greenline5.jpg,long_bluearrow6.jpg,yellow_cloud.jpg,spotted_redstar.jpg,green line,long_greenline5.jpg,5,ACBD
4ycec7dxyh,0,TlessC2,32,Contrast,4,line,short,long_redline3.jpg,long_bluearrow2.jpg,full_yellowcube7.jpg,long_greenline5.jpg,green line,long_greenline5.jpg,9,BDAC
4ycec7dxyh,0,TlessC2,33,NoContrast,2,triangle,big,big_yellowtriangle5.jpg,big_bluesquare6.jpg,long_redline4.jpg,green_garabato.jpg,blue square,big_bluesquare6.jpg,16,ABCD
4ycec7dxyh,0,TlessC2,34,Contrast,3,square,small,big_bluesquare3.jpg,big_yellowtriangle2.jpg,green_garabato.jpg,big_redsquare5.jpg,green line,green_garabato.jpg,19,BCDA
4ycec7dxyh,0,TlessC2,35,NoContrast,2,rectangle,wide,wide_yellowrectangle5.jpg,wide_redoval6.jpg,open_bluetriangle7.jpg,bent_greenline4.jpg,red oval,wide_redoval6.jpg,7,CABD
4ycec7dxyh,0,TlessC2,36,Contrast,4,oval,narrow,wide_redoval3.jpg,wide_greenrectangle2.jpg,full1_bluesquare2.jpg,wide_yellowoval5.jpg,yellow oval,wide_yellowoval5.jpg,17,BCDA
4ycec7dxyh,0,TlessC2,37,NoContrast,3,cylinder,tall,%23tall_yellowcylinder5.jpg,%23tall_bluespiral6.jpg,bent_redline1.jpg,green_wavyline.jpg,red line,bent_redline1.jpg,20,ABCD
4ycec7dxyh,0,TlessC2,38,Contrast,1,cylinder,short,%23tall_greencylinder3.jpg,%23tall_bluespiral2.jpg,yellow_cloud.jpg,%23tall_redcylinder5.jpg,green cylindar,%23tall_greencylinder3.jpg,33,DBAC
4ycec7dxyh,0,TlessC2,39,NoContrast,1,line,thick,%23thick_blueline5.jpg,%23thick_redarrow6.jpg,green_star.jpg,spotted_yellowsquare4.jpg,blue rectangle,%23thick_blueline5.jpg,1,DBAC
4ycec7dxyh,0,TlessC2,40,Contrast,4,line,thin,%23thick_redline3.jpg,%23thick_greenarrow2.jpg,spotted_yellowcircle4.jpg,%23thick_blueline5.jpg,blue rectangle,%23thick_blueline5.jpg,32,BDAC
a1ldq3vavt,0,TlessC1,1,Contrast,2,square,bumpy,bumpy_bluesquare6.jpg,bumpy_greencircle7.jpg,%23tall_yellowcylinder3.jpg,bumpy_redsquare1.jpg,circle,bumpy_greencircle7.jpg,34,BCDA
a1ldq3vavt,0,TlessC1,2,NoContrast,4,circle,open,open_bluecircle6.jpg,open_redtriangle7.jpg,yellow_cloud.jpg,green_garabato.jpg,wavy line,green_garabato.jpg,13,ACDB
a1ldq3vavt,0,TlessC1,3,Contrast,2,line,bent,bent_greenline6.jpg,bent_redarrow7.jpg,yellow_cloud.jpg,bent_blueline1.jpg,bet line with arrow,bent_redarrow7.jpg,19,DABC
a1ldq3vavt,0,TlessC1,4,NoContrast,1,line,curved,curved_redline6.jpg,curved_greenarrow7.jpg,yellow_star.jpg,striped_bluetriangle4.jpg,arrowless curve,curved_redline6.jpg,15,BDCA
a1ldq3vavt,0,TlessC1,5,Contrast,3,circle,spotted,spotted_yellowcircle6.jpg,spotted_redsquare7.jpg,striped_bluetriangle4.jpg,spotted_greencircle1.jpg,triangle,striped_bluetriangle4.jpg,6,CABD
a1ldq3vavt,0,TlessC1,6,NoContrast,1,square,striped,striped_yellowsquare6.jpg,striped_bluetriangle7.jpg,spotted_redstar.jpg,bumpy_greencircle4.jpg,square,striped_yellowsquare6.jpg,22,CABD
a1ldq3vavt,0,TlessC1,7,Contrast,3,triangle,bumpy,bumpy_redtriangle6.jpg,bumpy_bluesquare7.jpg,spotted_greencircle4.jpg,bumpy_yellowtriangle1.jpg,circle,spotted_greencircle4.jpg,2,ACBD
a1ldq3vavt,0,TlessC1,8,NoContrast,4,line,curved,curved_blueline6.jpg,curved_redarrow7.jpg,bumpy_yellowtriangle1.jpg,green_lightning.jpg,thunderbolt,green_lightning.jpg,32,ACBD
a1ldq3vavt,0,TlessC1,9,Contrast,1,square,spotted,spotted_yellowsquare6.jpg,spotted_greentriangle7.jpg,diagonal_bluearrow.jpg,spotted_redsquare1.jpg,dotted square,spotted_yellowsquare6.jpg,16,CDBA
a1ldq3vavt,0,TlessC1,10,NoContrast,4,triangle,striped,striped_redtriangle6.jpg,striped_greensquare7.jpg,chereos_yellowoval.jpg,bumpy_blueshape.jpg,lego pentagon,bumpy_blueshape.jpg,9,DBAC
a1ldq3vavt,0,TlessC1,11,Contrast,3,cirlce,flat,bumpy_greencircle2.jpg,bumpy_yellowtriangle1.jpg,full_cube8.jpg,bumpy_bluecircle5.jpg,sqaure prism,full_cube8.jpg,5,ACDB
a1ldq3vavt,0,TlessC1,12,NoContrast,4,cirlce,closed,open_greencircle2.jpg,open_bluesquare1.jpg,bumpy_redline.jpg,yellow_wavyline.jpg,squiggly,yellow_wavyline.jpg,38,ADBC
a1ldq3vavt,0,TlessC1,13,Contrast,3,line,straight,curved_blueline2.jpg,curved_greenarrow1.jpg,spotted_yellowcircle4.jpg,curved_redline5.jpg,yellow circle,spotted_yellowcircle4.jpg,18,BADC
a1ldq3vavt,0,TlessC1,14,NoContrast,2,cube,full,full_yellowcube6.jpg,full_redcylinder7.jpg,diagonal_bluearrow.jpg,%23tall_greenspiral2.jpg,cylinder,full_redcylinder7.jpg,10,ACBD
a1ldq3vavt,0,TlessC1,15,Contrast,2,cube,empty,full_bluecube1.jpg,empty_cylinder.jpg,curved_greenline4.jpg,full_bluecube5.jpg,cylinder,empty_cylinder.jpg,36,DABC
a1ldq3vavt,0,TlessC1,16,NoContrast,2,triangle,flat,bumpy_yellowtriangle2.jpg,bumpy_bluesquare1.jpg,green_sphere.jpg,%23tall_redspiral7.jpg,square,bumpy_bluesquare1.jpg,28,BACD
a1ldq3vavt,0,TlessC1,17,Contrast,3,circle,closed,open_bluecircle2.jpg,open_yellowtriangle1.jpg,long_redline7.jpg,open_greencircle5.jpg,line,long_redline7.jpg,25,DABC
a1ldq3vavt,0,TlessC1,18,NoContrast,2,line,straight,bent_redline2.jpg,bent_greenarrow1.jpg,chereos_yellowoval.jpg,full_bluecylinder7.jpg,arrow,bent_greenarrow1.jpg,29,DCAB
a1ldq3vavt,0,TlessC1,19,Contrast,3,cylinder,full,full_bluecylinder6.jpg,full_greencube7.jpg,%23tall_redspiral4.jpg,full_yellowcylinder3.jpg,squiggly ribbon,%23tall_redspiral4.jpg,4,CDAB
a1ldq3vavt,0,TlessC1,20,NoContrast,4,cylinder,empty,full_yellowcylinder1.jpg,empty_cube.jpg,yellow_cloud.jpg,long_redline1.jpg,line,long_redline1.jpg,7,BDCA
a1ldq3vavt,0,TlessC1,21,Contrast,4,line,long,long_redline5.jpg,long_greenarrow6.jpg,yellow_sun.jpg,long_blueline3.jpg,shorter line,long_blueline3.jpg,20,BADC
a1ldq3vavt,0,TlessC1,22,NoContrast,4,line,short,long_blueline3.jpg,long_redarrow2.jpg,yellow_star.jpg,green_heart.jpg,heart,green_heart.jpg,8,BADC
a1ldq3vavt,0,TlessC1,23,Contrast,4,square,big,big_redsquare5.jpg,big_yellowtriangle6.jpg,green_wavyline.jpg,big_bluesquare3.jpg,smaller square,big_bluesquare3.jpg,40,DCAB
a1ldq3vavt,0,TlessC1,24,NoContrast,1,triangle,small,big_yellowtriangle3.jpg,big_redsquare2.jpg,green_wavyline.jpg,diagonal_bluearrow.jpg,triangle,big_yellowtriangle3.jpg,24,DABC
a1ldq3vavt,0,TlessC1,25,Contrast,3,oval,wide,wide_greenoval5.jpg,wide_yellowrectangle6.jpg,open_bluesquare7.jpg,wide_redoval3.jpg,incomplete line square,open_bluesquare7.jpg,31,ACDB
a1ldq3vavt,0,TlessC1,26,NoContrast,3,rectangle,narrow,wide_redrectangle3.jpg,wide_yellowoval2.jpg,blue_star.jpg,spotted_greenpentagon.jpg,star,blue_star.jpg,11,ABCD
a1ldq3vavt,0,TlessC1,27,Contrast,3,spiral,tall,%23tall_bluespiral5.jpg,%23tall_greencylinder6.jpg,chereos_yellowoval.jpg,%23tall_redspiral3.jpg,circle,chereos_yellowoval.jpg,17,CBAD
a1ldq3vavt,0,TlessC1,28,NoContrast,1,spiral,short,%23tall_redspiral3.jpg,%23tall_yellowcylinder2.jpg,blue_sun.jpg,full1_greensquare1.jpg,squiggly ribbon,%23tall_redspiral3.jpg,37,ADBC
a1ldq3vavt,0,TlessC1,29,Contrast,1,line,thick,%23thick_yellowline5.jpg,%23thick_greenarrow6.jpg,red_sun.jpg,%23thick_blueline3.jpg,thicker rectangle,%23thick_yellowline5.jpg,30,ADBC
a1ldq3vavt,0,TlessC1,30,NoContrast,3,line,thin,%23thick_blueline3.jpg,%23thick_redarrow2.jpg,bumpy_greencircle4.jpg,yellow_star.jpg,corcle,bumpy_greencircle4.jpg,35,BCDA
a1ldq3vavt,0,TlessC1,31,Contrast,3,line,long,long_greenline5.jpg,long_bluearrow6.jpg,yellow_cloud.jpg,long_redline3.jpg,cloud,yellow_cloud.jpg,23,CABD
a1ldq3vavt,0,TlessC1,32,NoContrast,4,line,short,long_redline3.jpg,long_bluearrow2.jpg,full_yellowcube7.jpg,spotted_greencircle4.jpg,circle,spotted_greencircle4.jpg,1,CADB
a1ldq3vavt,0,TlessC1,33,Contrast,3,triangle,big,big_yellowtriangle5.jpg,big_bluesquare6.jpg,long_redline4.jpg,big_greentriangle3.jpg,line,long_redline4.jpg,26,ACDB
a1ldq3vavt,0,TlessC1,34,NoContrast,1,square,small,big_bluesquare3.jpg,big_yellowtriangle2.jpg,green_garabato.jpg,red_wavyline.jpg,blue square,big_bluesquare3.jpg,21,DCBA
a1ldq3vavt,0,TlessC1,35,Contrast,3,rectangle,wide,wide_yellowrectangle5.jpg,wide_redoval6.jpg,open_bluetriangle7.jpg,wide_greenrectangle3.jpg,imcomplete triangle,open_bluetriangle7.jpg,3,CBAD
a1ldq3vavt,0,TlessC1,36,NoContrast,2,oval,narrow,wide_redoval3.jpg,wide_greenrectangle2.jpg,full1_bluesquare2.jpg,yellow_sun.jpg,thin rectangle,wide_greenrectangle2.jpg,39,BCAD
a1ldq3vavt,0,TlessC1,37,Contrast,1,cylinder,tall,%23tall_yellowcylinder5.jpg,%23tall_bluespiral6.jpg,bent_redline1.jpg,%23tall_greencylinder3.jpg,taller cylinder,%23tall_yellowcylinder5.jpg,14,ACBD
a1ldq3vavt,0,TlessC1,38,NoContrast,1,cylinder,short,%23tall_greencylinder3.jpg,%23tall_bluespiral2.jpg,yellow_cloud.jpg,spotted_redstar.jpg,cylinder,%23tall_greencylinder3.jpg,12,CBDA
a1ldq3vavt,0,TlessC1,39,Contrast,1,line,thick,%23thick_blueline5.jpg,%23thick_redarrow6.jpg,green_star.jpg,%23thick_yellowline3.jpg,thickest line with no arrow,%23thick_blueline5.jpg,27,ACBD
a1ldq3vavt,0,TlessC1,40,NoContrast,4,line,thin,%23thick_redline3.jpg,%23thick_greenarrow2.jpg,spotted_yellowcircle4.jpg,bumpy_bluesquare4.jpg,square,bumpy_bluesquare4.jpg,33,BCAD
yc87avq34n,0,TlessC2,1,NoContrast,4,square,bumpy,bumpy_bluesquare6.jpg,bumpy_greencircle7.jpg,%23tall_yellowcylinder3.jpg,striped_redtriangle4.jpg,triangle,striped_redtriangle4.jpg,35,DCBA
yc87avq34n,0,TlessC2,2,Contrast,3,circle,open,open_bluecircle6.jpg,open_redtriangle7.jpg,yellow_cloud.jpg,open_greencircle1.jpg,cloud,yellow_cloud.jpg,5,CDAB
yc87avq34n,0,TlessC2,3,NoContrast,2,line,bent,bent_greenline6.jpg,bent_redarrow7.jpg,yellow_cloud.jpg,big_bluesquare1.jpg,red arrow,bent_redarrow7.jpg,15,DACB
yc87avq34n,0,TlessC2,4,Contrast,3,line,curved,curved_redline6.jpg,curved_greenarrow7.jpg,yellow_star.jpg,curved_blueline1.jpg,star,yellow_star.jpg,2,CADB
yc87avq34n,0,TlessC2,5,NoContrast,3,circle,spotted,spotted_yellowcircle6.jpg,spotted_redsquare7.jpg,striped_bluetriangle4.jpg,%23thick_greenarrow1.jpg,triangle,striped_bluetriangle4.jpg,29,DCBA
yc87avq34n,0,TlessC2,6,Contrast,3,square,striped,striped_yellowsquare6.jpg,striped_bluetriangle7.jpg,spotted_redstar.jpg,striped_greensquare1.jpg,star,spotted_redstar.jpg,1,BDAC
yc87avq34n,0,TlessC2,7,NoContrast,4,triangle,bumpy,bumpy_redtriangle6.jpg,bumpy_bluesquare7.jpg,spotted_greencircle4.jpg,full_yellowcylinder2.jpg,cylinder,full_yellowcylinder2.jpg,7,CDBA
yc87avq34n,0,TlessC2,8,Contrast,1,line,curved,curved_blueline6.jpg,curved_redarrow7.jpg,bumpy_yellowtriangle1.jpg,curved_greenline1.jpg,curved blue line,curved_blueline6.jpg,39,CDAB
yc87avq34n,0,TlessC2,9,NoContrast,3,square,spotted,spotted_yellowsquare6.jpg,spotted_greentriangle7.jpg,diagonal_bluearrow.jpg,striped_redcircle5.jpg,blue line,diagonal_bluearrow.jpg,27,CBDA
yc87avq34n,0,TlessC2,10,Contrast,2,triangle,striped,striped_redtriangle6.jpg,striped_greensquare7.jpg,chereos_yellowoval.jpg,striped_bluetriangle1.jpg,square,striped_greensquare7.jpg,30,BDCA
yc87avq34n,0,TlessC2,11,NoContrast,1,cirlce,flat,bumpy_greencircle2.jpg,bumpy_yellowtriangle1.jpg,full_cube8.jpg,%23tall_bluespiral7.jpg,circle,bumpy_greencircle2.jpg,6,DBCA
yc87avq34n,0,TlessC2,12,Contrast,4,circle,closed,open_greencircle2.jpg,open_bluesquare1.jpg,bumpy_redline.jpg,open_yellowcircle5.jpg,yellow shape,open_yellowcircle5.jpg,8,ADCB
yc87avq34n,0,TlessC2,13,NoContrast,3,line,straight,curved_blueline2.jpg,curved_greenarrow1.jpg,spotted_yellowcircle4.jpg,red_cloud.jpg,circle,spotted_yellowcircle4.jpg,20,ABDC
yc87avq34n,0,TlessC2,14,Contrast,1,cube,full,full_yellowcube6.jpg,full_redcylinder7.jpg,diagonal_bluearrow.jpg,full_greencube3.jpg,yellow box,full_yellowcube6.jpg,34,CADB
yc87avq34n,0,TlessC2,15,NoContrast,4,cube,empty,full_bluecube1.jpg,empty_cylinder.jpg,curved_greenline4.jpg,blue_bumpyline.jpg,blue line,blue_bumpyline.jpg,33,ACDB
yc87avq34n,0,TlessC2,16,Contrast,1,triangle,flat,bumpy_yellowtriangle2.jpg,bumpy_bluesquare1.jpg,green_sphere.jpg,bumpy_redtriangle5.jpg,triangle,bumpy_yellowtriangle2.jpg,16,ADBC
yc87avq34n,0,TlessC2,17,NoContrast,3,circle,closed,open_bluecircle2.jpg,open_yellowtriangle1.jpg,long_redline7.jpg,green_wavyline.jpg,red line,long_redline7.jpg,23,BACD
yc87avq34n,0,TlessC2,18,Contrast,3,line,straight,bent_redline2.jpg,bent_greenarrow1.jpg,chereos_yellowoval.jpg,bent_blueline5.jpg,oval,chereos_yellowoval.jpg,22,ACBD
yc87avq34n,0,TlessC2,19,NoContrast,3,cylinder,full,full_bluecylinder6.jpg,full_greencube7.jpg,%23tall_redspiral4.jpg,%23thick_yellowline1.jpg,curly red object,%23tall_redspiral4.jpg,17,BCDA
yc87avq34n,0,TlessC2,20,Contrast,3,cylinder,empty,full_yellowcylinder1.jpg,empty_cube.jpg,yellow_cloud.jpg,full_redcylinder5.jpg,cloud,yellow_cloud.jpg,13,BCDA
yc87avq34n,0,TlessC2,21,NoContrast,4,line,long,long_redline5.jpg,long_greenarrow6.jpg,yellow_sun.jpg,open_bluecircle1.jpg,blue circle,open_bluecircle1.jpg,25,BACD
yc87avq34n,0,TlessC2,22,Contrast,1,line,short,long_blueline3.jpg,long_redarrow2.jpg,yellow_star.jpg,long_greenline5.jpg,blue line,long_blueline3.jpg,18,CABD
yc87avq34n,0,TlessC2,23,NoContrast,3,square,big,big_redsquare5.jpg,big_yellowtriangle6.jpg,green_wavyline.jpg,curved_blueline4.jpg,green stroke,green_wavyline.jpg,26,ABDC
yc87avq34n,0,TlessC2,24,Contrast,4,triangle,small,big_yellowtriangle3.jpg,big_redsquare2.jpg,green_wavyline.jpg,big_bluetriangle5.jpg,blue triangle,big_bluetriangle5.jpg,28,CBDA
yc87avq34n,0,TlessC2,25,NoContrast,1,oval,wide,wide_greenoval5.jpg,wide_yellowrectangle6.jpg,open_bluesquare7.jpg,bent_redline4.jpg,oval,wide_greenoval5.jpg,38,BADC
yc87avq34n,0,TlessC2,26,Contrast,1,rectangle,narrow,wide_redrectangle3.jpg,wide_yellowoval2.jpg,blue_star.jpg,wide_greenrectangle5.jpg,red rectangle,wide_redrectangle3.jpg,37,BDAC
yc87avq34n,0,TlessC2,27,NoContrast,4,spiral,tall,%23tall_bluespiral5.jpg,%23tall_greencylinder6.jpg,chereos_yellowoval.jpg,curved_redline4.jpg,curved line,curved_redline4.jpg,3,ADBC
yc87avq34n,0,TlessC2,28,Contrast,4,spiral,short,%23tall_redspiral3.jpg,%23tall_yellowcylinder2.jpg,full_cube8.jpg,%23tall_greenspiral5.jpg,curly green object,%23tall_greenspiral5.jpg,11,CDBA
yc87avq34n,0,TlessC2,29,NoContrast,1,line,thick,%23thick_yellowline5.jpg,%23thick_greenarrow6.jpg,red_sun.jpg,bumpy_blueshape.jpg,yellow line,%23thick_yellowline5.jpg,14,ACBD
yc87avq34n,0,TlessC2,30,Contrast,4,line,thin,%23thick_blueline3.jpg,%23thick_redarrow2.jpg,bumpy_greencircle4.jpg,%23thick_yellowline5.jpg,yellow line,%23thick_yellowline5.jpg,9,BDAC
yc87avq34n,0,TlessC2,31,NoContrast,2,line,long,long_greenline5.jpg,long_bluearrow6.jpg,yellow_cloud.jpg,spotted_redstar.jpg,blue arrow,long_bluearrow6.jpg,19,DBCA
yc87avq34n,0,TlessC2,32,Contrast,1,line,short,long_redline3.jpg,long_bluearrow2.jpg,full_yellowcube7.jpg,long_greenline5.jpg,red line,long_redline3.jpg,21,BCAD
yc87avq34n,0,TlessC2,33,NoContrast,1,triangle,big,big_yellowtriangle5.jpg,big_bluesquare6.jpg,long_redline4.jpg,green_garabato.jpg,triangle,big_yellowtriangle5.jpg,12,BCDA
yc87avq34n,0,TlessC2,34,Contrast,2,square,small,big_bluesquare3.jpg,big_yellowtriangle2.jpg,green_garabato.jpg,big_redsquare5.jpg,triangle,big_yellowtriangle2.jpg,32,ADBC
yc87avq34n,0,TlessC2,35,NoContrast,2,rectangle,wide,wide_yellowrectangle5.jpg,wide_redoval6.jpg,open_bluetriangle7.jpg,bent_greenline4.jpg,circle,wide_redoval6.jpg,36,DBCA
yc87avq34n,0,TlessC2,36,Contrast,2,oval,narrow,wide_redoval3.jpg,wide_greenrectangle2.jpg,full1_bluesquare2.jpg,wide_yellowoval5.jpg,green rectangle,wide_greenrectangle2.jpg,31,ACBD
yc87avq34n,0,TlessC2,37,NoContrast,4,cylinder,tall,%23tall_yellowcylinder5.jpg,%23tall_bluespiral6.jpg,bent_redline1.jpg,green_wavyline.jpg,green stroke,green_wavyline.jpg,24,ADBC
yc87avq34n,0,TlessC2,38,Contrast,3,cylinder,short,%23tall_greencylinder3.jpg,%23tall_bluespiral2.jpg,yellow_cloud.jpg,%23tall_redcylinder5.jpg,cloud,yellow_cloud.jpg,10,ACDB
yc87avq34n,0,TlessC2,39,NoContrast,1,line,thick,%23thick_blueline5.jpg,%23thick_redarrow6.jpg,green_star.jpg,spotted_yellowsquare4.jpg,blue line,%23thick_blueline5.jpg,40,BDAC
yc87avq34n,0,TlessC2,40,Contrast,1,line,thin,%23thick_redline3.jpg,%23thick_greenarrow2.jpg,spotted_yellowcircle4.jpg,%23thick_blueline5.jpg,red line,%23thick_redline3.jpg,4,ACBD
bctm3jurg6,0,TlessC2,1,NoContrast,2,square,bumpy,bumpy_bluesquare6.jpg,bumpy_greencircle7.jpg,%23tall_yellowcylinder3.jpg,striped_redtriangle4.jpg,green,bumpy_greencircle7.jpg,12,ADBC
bctm3jurg6,0,TlessC2,2,Contrast,1,circle,open,open_bluecircle6.jpg,open_redtriangle7.jpg,yellow_cloud.jpg,open_greencircle1.jpg,blue,open_bluecircle6.jpg,24,DBAC
bctm3jurg6,0,TlessC2,3,NoContrast,3,line,bent,bent_greenline6.jpg,bent_redarrow7.jpg,yellow_cloud.jpg,big_bluesquare1.jpg,yellow,yellow_cloud.jpg,38,DCAB
